,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-11-27T18:00:00-05:00,2023-11-27T19:00:00-05:00,False,29,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': -7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 66}",18 mph,NW,"https://api.weather.gov/icons/land/night/few,5?size=small",Mostly Clear,
1,2,,2023-11-27T19:00:00-05:00,2023-11-27T20:00:00-05:00,False,27,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': -7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 70}",18 mph,NW,"https://api.weather.gov/icons/land/night/few,5?size=small",Mostly Clear,
2,3,,2023-11-27T20:00:00-05:00,2023-11-27T21:00:00-05:00,False,27,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': -7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 71}",21 mph,NW,"https://api.weather.gov/icons/land/night/wind_few,5?size=small",Mostly Clear,
3,4,,2023-11-27T21:00:00-05:00,2023-11-27T22:00:00-05:00,False,27,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': -7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 72}",23 mph,NW,"https://api.weather.gov/icons/land/night/wind_sct,5?size=small",Partly Cloudy,
4,5,,2023-11-27T22:00:00-05:00,2023-11-27T23:00:00-05:00,False,26,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': -7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 72}",24 mph,NW,"https://api.weather.gov/icons/land/night/wind_sct,5?size=small",Partly Cloudy,
5,6,,2023-11-27T23:00:00-05:00,2023-11-28T00:00:00-05:00,False,26,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': -7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 72}",25 mph,NW,"https://api.weather.gov/icons/land/night/wind_sct,5?size=small",Partly Cloudy,
6,7,,2023-11-28T00:00:00-05:00,2023-11-28T01:00:00-05:00,False,25,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': -8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 71}",26 mph,NW,"https://api.weather.gov/icons/land/night/wind_sct,5?size=small",Partly Cloudy,
7,8,,2023-11-28T01:00:00-05:00,2023-11-28T02:00:00-05:00,False,24,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': -8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 71}",26 mph,NW,"https://api.weather.gov/icons/land/night/wind_sct,5?size=small",Partly Cloudy,
8,9,,2023-11-28T02:00:00-05:00,2023-11-28T03:00:00-05:00,False,24,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': -8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 72}",26 mph,NW,"https://api.weather.gov/icons/land/night/wind_sct,5?size=small",Partly Cloudy,
9,10,,2023-11-28T03:00:00-05:00,2023-11-28T04:00:00-05:00,False,23,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': -8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 73}",26 mph,NW,"https://api.weather.gov/icons/land/night/wind_sct,5?size=small",Partly Cloudy,
10,11,,2023-11-28T04:00:00-05:00,2023-11-28T05:00:00-05:00,False,23,F,,"{'unitCode': 'wmoUnit:percent', 'value': 7}","{'unitCode': 'wmoUnit:degC', 'value': -8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 73}",28 mph,NW,"https://api.weather.gov/icons/land/night/wind_sct,7?size=small",Partly Cloudy,
11,12,,2023-11-28T05:00:00-05:00,2023-11-28T06:00:00-05:00,False,23,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': -8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 72}",29 mph,NW,"https://api.weather.gov/icons/land/night/wind_sct,5?size=small",Partly Cloudy,
12,13,,2023-11-28T06:00:00-05:00,2023-11-28T07:00:00-05:00,True,23,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': -8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 72}",30 mph,NW,"https://api.weather.gov/icons/land/day/wind_sct,5?size=small",Mostly Sunny,
13,14,,2023-11-28T07:00:00-05:00,2023-11-28T08:00:00-05:00,True,23,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': -8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 72}",31 mph,NW,"https://api.weather.gov/icons/land/day/wind_sct,5?size=small",Mostly Sunny,
14,15,,2023-11-28T08:00:00-05:00,2023-11-28T09:00:00-05:00,True,23,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': -9.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 71}",32 mph,NW,"https://api.weather.gov/icons/land/day/wind_sct,5?size=small",Mostly Sunny,
15,16,,2023-11-28T09:00:00-05:00,2023-11-28T10:00:00-05:00,True,24,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': -10}","{'unitCode': 'wmoUnit:percent', 'value': 66}",32 mph,NW,"https://api.weather.gov/icons/land/day/wind_few,5?size=small",Sunny,
16,17,,2023-11-28T10:00:00-05:00,2023-11-28T11:00:00-05:00,True,25,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': -10}","{'unitCode': 'wmoUnit:percent', 'value': 62}",32 mph,NW,"https://api.weather.gov/icons/land/day/wind_few,1?size=small",Sunny,
17,18,,2023-11-28T11:00:00-05:00,2023-11-28T12:00:00-05:00,True,26,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -10.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 56}",30 mph,NW,"https://api.weather.gov/icons/land/day/wind_few,0?size=small",Sunny,
18,19,,2023-11-28T12:00:00-05:00,2023-11-28T13:00:00-05:00,True,27,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -11.666666666666666}","{'unitCode': 'wmoUnit:percent', 'value': 50}",29 mph,NW,"https://api.weather.gov/icons/land/day/wind_few,0?size=small",Sunny,
19,20,,2023-11-28T13:00:00-05:00,2023-11-28T14:00:00-05:00,True,28,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -12.222222222222221}","{'unitCode': 'wmoUnit:percent', 'value': 45}",26 mph,NW,"https://api.weather.gov/icons/land/day/wind_skc,0?size=small",Sunny,
20,21,,2023-11-28T14:00:00-05:00,2023-11-28T15:00:00-05:00,True,29,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -12.777777777777779}","{'unitCode': 'wmoUnit:percent', 'value': 42}",25 mph,NW,"https://api.weather.gov/icons/land/day/wind_skc,0?size=small",Sunny,
21,22,,2023-11-28T15:00:00-05:00,2023-11-28T16:00:00-05:00,True,28,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -13.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 40}",23 mph,NW,"https://api.weather.gov/icons/land/day/wind_skc,0?size=small",Sunny,
22,23,,2023-11-28T16:00:00-05:00,2023-11-28T17:00:00-05:00,True,27,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -14.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 41}",22 mph,NW,"https://api.weather.gov/icons/land/day/wind_skc,0?size=small",Sunny,
23,24,,2023-11-28T17:00:00-05:00,2023-11-28T18:00:00-05:00,True,26,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -14.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 43}",20 mph,NW,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
