,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp,windDirection_x,windDirection_y,windSpeed_knots
0,1,-11.11111111111111,39,34,17,2023-11-01 22:00:00+00:00,-0.7071067811865476,0.7071067811865476,15
1,1,-11.11111111111111,42,32,14,2023-11-01 23:00:00+00:00,-0.7071067811865476,0.7071067811865476,12
2,1,-10.555555555555555,48,30,10,2023-11-02 00:00:00+00:00,-0.7071067811865476,0.7071067811865476,9
3,1,-10.555555555555555,51,29,7,2023-11-02 01:00:00+00:00,-0.7071067811865476,0.7071067811865476,6
4,1,-10.555555555555555,55,28,6,2023-11-02 02:00:00+00:00,-0.7071067811865476,0.7071067811865476,5
5,1,-10.0,59,26,5,2023-11-02 03:00:00+00:00,-0.7071067811865476,0.7071067811865476,4
6,0,-10.0,63,25,5,2023-11-02 04:00:00+00:00,-0.7071067811865476,0.7071067811865476,4
7,0,-10.0,65,24,3,2023-11-02 05:00:00+00:00,-0.7071067811865476,0.7071067811865476,3
8,0,-10.0,66,24,3,2023-11-02 06:00:00+00:00,-1.0,0.0,3
9,0,-10.0,68,23,2,2023-11-02 07:00:00+00:00,-1.0,0.0,2
10,0,-10.0,69,22,1,2023-11-02 08:00:00+00:00,-1.0,0.0,1
11,0,-10.555555555555555,69,22,1,2023-11-02 09:00:00+00:00,-1.0,0.0,1
12,0,-10.555555555555555,69,21,1,2023-11-02 10:00:00+00:00,-1.0,0.0,1
13,0,-11.11111111111111,70,20,1,2023-11-02 11:00:00+00:00,-1.0,0.0,1
14,0,-11.666666666666666,67,20,1,2023-11-02 12:00:00+00:00,-1.0,0.0,1
15,0,-12.222222222222221,63,21,0,2023-11-02 13:00:00+00:00,-1.0,0.0,0
16,0,-12.222222222222221,53,25,2,2023-11-02 14:00:00+00:00,-1.0,0.0,2
17,0,-12.222222222222221,44,30,2,2023-11-02 15:00:00+00:00,-1.0,0.0,2
18,0,-11.666666666666666,37,34,3,2023-11-02 16:00:00+00:00,-1.0,0.0,3
19,0,-11.666666666666666,33,37,5,2023-11-02 17:00:00+00:00,-1.0,0.0,4
20,0,-11.666666666666666,30,40,5,2023-11-02 18:00:00+00:00,-1.0,0.0,4
21,0,-11.666666666666666,27,43,6,2023-11-02 19:00:00+00:00,-1.0,0.0,5
22,0,-11.11111111111111,27,44,6,2023-11-02 20:00:00+00:00,-0.7071067811865476,-0.7071067811865476,5
23,0,-10.555555555555555,27,45,5,2023-11-02 21:00:00+00:00,-0.7071067811865476,-0.7071067811865476,4
24,0,-10.0,28,45,5,2023-11-02 22:00:00+00:00,-0.7071067811865476,-0.7071067811865476,4
25,0,-9.444444444444445,32,43,3,2023-11-02 23:00:00+00:00,-0.7071067811865476,-0.7071067811865476,3
26,0,-8.88888888888889,37,40,2,2023-11-03 00:00:00+00:00,-0.7071067811865476,-0.7071067811865476,2
27,0,-8.333333333333334,42,38,1,2023-11-03 01:00:00+00:00,-0.7071067811865476,-0.7071067811865476,1
28,0,-8.333333333333334,45,37,0,2023-11-03 02:00:00+00:00,-0.7071067811865476,-0.7071067811865476,0
29,0,-7.777777777777778,48,35,0,2023-11-03 03:00:00+00:00,-0.7071067811865476,-0.7071067811865476,0
30,0,-7.777777777777778,51,34,0,2023-11-03 04:00:00+00:00,-0.7071067811865476,-0.7071067811865476,0
31,0,-7.777777777777778,53,33,0,2023-11-03 05:00:00+00:00,-0.7071067811865476,-0.7071067811865476,0
32,0,-7.777777777777778,53,33,0,2023-11-03 06:00:00+00:00,-0.7071067811865476,-0.7071067811865476,0
33,0,-8.333333333333334,55,32,0,2023-11-03 07:00:00+00:00,-0.7071067811865476,-0.7071067811865476,0
34,0,-8.333333333333334,56,31,0,2023-11-03 08:00:00+00:00,-0.7071067811865476,-0.7071067811865476,0
35,0,-8.333333333333334,56,30,0,2023-11-03 09:00:00+00:00,-1.0,0.0,0
36,0,-8.88888888888889,56,30,0,2023-11-03 10:00:00+00:00,-1.0,0.0,0
37,0,-8.88888888888889,58,29,0,2023-11-03 11:00:00+00:00,-1.0,0.0,0
38,0,-8.88888888888889,59,28,0,2023-11-03 12:00:00+00:00,-1.0,0.0,0
39,0,-8.88888888888889,57,29,0,2023-11-03 13:00:00+00:00,-0.7071067811865476,0.7071067811865476,0
40,0,-8.88888888888889,48,34,1,2023-11-03 14:00:00+00:00,-1.0,0.0,1
41,0,-8.333333333333334,41,38,2,2023-11-03 15:00:00+00:00,-1.0,0.0,2
42,0,-8.333333333333334,35,43,3,2023-11-03 16:00:00+00:00,-0.7071067811865476,-0.7071067811865476,3
43,0,-8.333333333333334,32,46,3,2023-11-03 17:00:00+00:00,-0.7071067811865476,-0.7071067811865476,3
