,windDirection,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp
0,W,0,10.0,88,53,5,2023-10-27 10:00:00+00:00
1,W,0,9.444444444444445,88,53,3,2023-10-27 11:00:00+00:00
2,W,0,9.444444444444445,92,51,3,2023-10-27 12:00:00+00:00
3,W,1,8.88888888888889,91,51,3,2023-10-27 13:00:00+00:00
4,W,1,9.444444444444445,83,54,5,2023-10-27 14:00:00+00:00
5,W,1,10.555555555555555,77,58,6,2023-10-27 15:00:00+00:00
6,W,1,10.555555555555555,71,61,7,2023-10-27 16:00:00+00:00
7,W,1,10.555555555555555,66,63,7,2023-10-27 17:00:00+00:00
8,W,1,10.555555555555555,61,65,7,2023-10-27 18:00:00+00:00
9,W,1,10.555555555555555,57,67,6,2023-10-27 19:00:00+00:00
10,W,1,11.11111111111111,56,68,6,2023-10-27 20:00:00+00:00
11,W,1,11.11111111111111,54,69,6,2023-10-27 21:00:00+00:00
12,W,1,11.11111111111111,56,69,6,2023-10-27 22:00:00+00:00
13,W,1,11.11111111111111,60,67,5,2023-10-27 23:00:00+00:00
14,W,1,11.666666666666666,64,65,3,2023-10-28 00:00:00+00:00
15,W,1,11.666666666666666,69,63,2,2023-10-28 01:00:00+00:00
16,W,1,11.666666666666666,71,62,2,2023-10-28 02:00:00+00:00
17,W,1,11.11111111111111,73,61,2,2023-10-28 03:00:00+00:00
18,W,1,11.11111111111111,75,60,3,2023-10-28 04:00:00+00:00
19,W,1,11.11111111111111,77,59,3,2023-10-28 05:00:00+00:00
20,W,1,11.11111111111111,78,59,3,2023-10-28 06:00:00+00:00
21,W,1,11.11111111111111,79,58,5,2023-10-28 07:00:00+00:00
22,W,1,11.11111111111111,81,57,5,2023-10-28 08:00:00+00:00
23,W,2,11.11111111111111,82,57,6,2023-10-28 09:00:00+00:00
24,W,2,11.11111111111111,84,56,7,2023-10-28 10:00:00+00:00
25,W,3,11.11111111111111,87,56,7,2023-10-28 11:00:00+00:00
26,NW,5,11.11111111111111,90,55,8,2023-10-28 12:00:00+00:00
27,NW,5,11.11111111111111,89,55,8,2023-10-28 13:00:00+00:00
28,NW,4,12.222222222222221,92,57,8,2023-10-28 14:00:00+00:00
29,NW,2,13.88888888888889,86,61,8,2023-10-28 15:00:00+00:00
30,NW,1,14.444444444444445,76,66,7,2023-10-28 16:00:00+00:00
31,NW,0,14.444444444444445,68,69,7,2023-10-28 17:00:00+00:00
32,W,0,14.444444444444445,62,72,6,2023-10-28 18:00:00+00:00
33,W,0,14.444444444444445,59,74,5,2023-10-28 19:00:00+00:00
34,W,0,14.444444444444445,58,74,3,2023-10-28 20:00:00+00:00
35,SW,0,14.444444444444445,59,74,3,2023-10-28 21:00:00+00:00
36,SW,0,15.0,62,72,2,2023-10-28 22:00:00+00:00
37,SW,0,14.444444444444445,66,70,2,2023-10-28 23:00:00+00:00
38,SW,0,14.444444444444445,72,67,1,2023-10-29 00:00:00+00:00
39,SW,0,14.444444444444445,78,64,1,2023-10-29 01:00:00+00:00
40,S,0,14.444444444444445,85,62,2,2023-10-29 02:00:00+00:00
41,S,0,13.88888888888889,90,60,2,2023-10-29 03:00:00+00:00
42,S,0,13.88888888888889,93,59,3,2023-10-29 04:00:00+00:00
43,S,0,13.333333333333334,94,58,3,2023-10-29 05:00:00+00:00
44,S,0,13.333333333333334,92,58,3,2023-10-29 06:00:00+00:00
45,SW,0,12.777777777777779,91,58,2,2023-10-29 07:00:00+00:00
46,SW,0,12.777777777777779,93,57,3,2023-10-29 08:00:00+00:00
47,SW,0,12.777777777777779,94,57,3,2023-10-29 09:00:00+00:00
48,SW,0,12.777777777777779,95,56,3,2023-10-29 10:00:00+00:00
49,SW,0,12.222222222222221,95,55,3,2023-10-29 11:00:00+00:00
50,W,0,11.666666666666666,95,55,3,2023-10-29 12:00:00+00:00
51,W,1,11.666666666666666,92,56,3,2023-10-29 13:00:00+00:00
52,W,1,12.777777777777779,86,59,5,2023-10-29 14:00:00+00:00
53,W,1,13.333333333333334,80,63,5,2023-10-29 15:00:00+00:00
54,W,1,14.444444444444445,74,66,6,2023-10-29 16:00:00+00:00
55,W,1,14.444444444444445,68,69,6,2023-10-29 17:00:00+00:00
56,W,1,13.88888888888889,62,70,7,2023-10-29 18:00:00+00:00
57,W,2,13.333333333333334,59,71,7,2023-10-29 19:00:00+00:00
58,W,2,13.333333333333334,58,72,7,2023-10-29 20:00:00+00:00
59,W,2,13.333333333333334,58,72,7,2023-10-29 21:00:00+00:00
60,W,2,13.333333333333334,61,70,6,2023-10-29 22:00:00+00:00
61,W,2,13.333333333333334,67,67,6,2023-10-29 23:00:00+00:00
62,W,2,13.333333333333334,76,63,5,2023-10-30 00:00:00+00:00
63,W,2,13.333333333333334,85,60,5,2023-10-30 01:00:00+00:00
64,W,2,13.333333333333334,91,58,3,2023-10-30 02:00:00+00:00
65,W,2,12.777777777777779,94,57,3,2023-10-30 03:00:00+00:00
