,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-11-17T19:00:00-05:00,2023-11-17T20:00:00-05:00,False,52,F,,"{'unitCode': 'wmoUnit:percent', 'value': 17}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 85}",3 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,17?size=small",Slight Chance Rain Showers,
1,2,,2023-11-17T20:00:00-05:00,2023-11-17T21:00:00-05:00,False,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 21}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 91}",5 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,21?size=small",Slight Chance Rain Showers,
2,3,,2023-11-17T21:00:00-05:00,2023-11-17T22:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 28}","{'unitCode': 'wmoUnit:degC', 'value': 9.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 96}",5 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,28?size=small",Chance Rain Showers,
3,4,,2023-11-17T22:00:00-05:00,2023-11-17T23:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 35}","{'unitCode': 'wmoUnit:degC', 'value': 9.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 98}",5 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,35?size=small",Chance Rain Showers,
4,5,,2023-11-17T23:00:00-05:00,2023-11-18T00:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 44}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 100}",6 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,44?size=small",Chance Rain Showers,
5,6,,2023-11-18T00:00:00-05:00,2023-11-18T01:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 53}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 99}",7 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,53?size=small",Chance Rain Showers,
6,7,,2023-11-18T01:00:00-05:00,2023-11-18T02:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 42}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 100}",9 mph,NW,"https://api.weather.gov/icons/land/night/rain_showers,42?size=small",Chance Rain Showers,
7,8,,2023-11-18T02:00:00-05:00,2023-11-18T03:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 30}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 100}",10 mph,NW,"https://api.weather.gov/icons/land/night/rain_showers,30?size=small",Chance Rain Showers,
8,9,,2023-11-18T03:00:00-05:00,2023-11-18T04:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 27}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 100}",13 mph,NW,"https://api.weather.gov/icons/land/night/rain_showers,27?size=small",Chance Rain Showers,
9,10,,2023-11-18T04:00:00-05:00,2023-11-18T05:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 24}","{'unitCode': 'wmoUnit:degC', 'value': 9.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 98}",13 mph,NW,"https://api.weather.gov/icons/land/night/rain_showers,24?size=small",Slight Chance Rain Showers,
10,11,,2023-11-18T05:00:00-05:00,2023-11-18T06:00:00-05:00,False,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 19}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 99}",14 mph,NW,"https://api.weather.gov/icons/land/night/rain_showers,19?size=small",Slight Chance Rain Showers,
11,12,,2023-11-18T06:00:00-05:00,2023-11-18T07:00:00-05:00,True,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 11}","{'unitCode': 'wmoUnit:degC', 'value': 7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 95}",14 mph,NW,"https://api.weather.gov/icons/land/day/rain_showers,11?size=small",Slight Chance Rain Showers,
12,13,,2023-11-18T07:00:00-05:00,2023-11-18T08:00:00-05:00,True,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 6}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 94}",14 mph,NW,"https://api.weather.gov/icons/land/day/bkn,6?size=small",Partly Sunny,
13,14,,2023-11-18T08:00:00-05:00,2023-11-18T09:00:00-05:00,True,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': 6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 93}",16 mph,NW,"https://api.weather.gov/icons/land/day/bkn,5?size=small",Partly Sunny,
