,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp,windDirection_x,windDirection_y,windSpeed_knots
0,2,-0.5555555555555556,72,39,5,2023-11-12 15:00:00+00:00,1.0,0.0,4
1,2,0.0,63,43,5,2023-11-12 16:00:00+00:00,1.0,0.0,4
2,2,0.0,54,48,5,2023-11-12 17:00:00+00:00,1.0,0.0,4
3,0,0.5555555555555556,50,50,5,2023-11-12 18:00:00+00:00,1.0,0.0,4
4,0,0.5555555555555556,49,52,3,2023-11-12 19:00:00+00:00,1.0,0.0,3
5,0,1.1111111111111112,47,54,3,2023-11-12 20:00:00+00:00,1.0,0.0,3
6,0,1.1111111111111112,49,53,3,2023-11-12 21:00:00+00:00,1.0,0.0,3
7,0,1.6666666666666667,53,52,5,2023-11-12 22:00:00+00:00,0.7071067811865476,-0.7071067811865476,4
8,0,1.1111111111111112,58,48,5,2023-11-12 23:00:00+00:00,1.0,0.0,4
9,0,1.1111111111111112,67,44,5,2023-11-13 00:00:00+00:00,1.0,0.0,4
10,0,1.1111111111111112,76,41,5,2023-11-13 01:00:00+00:00,1.0,0.0,4
11,0,1.1111111111111112,80,39,0,2023-11-13 02:00:00+00:00,1.0,0.0,0
12,0,0.5555555555555556,83,38,3,2023-11-13 03:00:00+00:00,1.0,0.0,3
13,0,0.5555555555555556,86,37,0,2023-11-13 04:00:00+00:00,1.0,0.0,0
14,0,0.5555555555555556,90,36,0,2023-11-13 05:00:00+00:00,1.0,0.0,0
15,0,0.0,90,35,0,2023-11-13 06:00:00+00:00,1.0,0.0,0
16,0,0.0,91,35,0,2023-11-13 07:00:00+00:00,0.0,-1.0,0
17,0,0.0,94,34,0,2023-11-13 08:00:00+00:00,-0.7071067811865476,-0.7071067811865476,0
18,0,0.0,93,34,0,2023-11-13 09:00:00+00:00,-1.0,0.0,0
19,0,0.0,92,34,3,2023-11-13 10:00:00+00:00,-1.0,0.0,3
20,0,-0.5555555555555556,89,34,5,2023-11-13 11:00:00+00:00,-1.0,0.0,4
21,0,-0.5555555555555556,88,34,6,2023-11-13 12:00:00+00:00,-1.0,0.0,5
22,0,-0.5555555555555556,91,34,5,2023-11-13 13:00:00+00:00,-1.0,0.0,4
23,0,-0.5555555555555556,75,38,6,2023-11-13 14:00:00+00:00,-1.0,0.0,5
24,0,-0.5555555555555556,62,43,7,2023-11-13 15:00:00+00:00,-1.0,0.0,6
25,0,-0.5555555555555556,53,47,8,2023-11-13 16:00:00+00:00,-1.0,0.0,7
26,0,-0.5555555555555556,46,51,9,2023-11-13 17:00:00+00:00,-1.0,0.0,8
27,0,-0.5555555555555556,41,54,9,2023-11-13 18:00:00+00:00,-1.0,0.0,8
28,0,-0.5555555555555556,39,56,9,2023-11-13 19:00:00+00:00,-1.0,0.0,8
