,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-12-09T10:00:00-05:00,2023-12-09T11:00:00-05:00,True,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 74}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 98}",5 mph,SW,"https://api.weather.gov/icons/land/day/rain_showers,74?size=small",Chance Rain Showers,
1,2,,2023-12-09T11:00:00-05:00,2023-12-09T12:00:00-05:00,True,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 77}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 97}",7 mph,SW,"https://api.weather.gov/icons/land/day/rain_showers,77?size=small",Widespread Rain Showers,
2,3,,2023-12-09T12:00:00-05:00,2023-12-09T13:00:00-05:00,True,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 86}","{'unitCode': 'wmoUnit:degC', 'value': 10.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 100}",8 mph,SW,"https://api.weather.gov/icons/land/day/rain_showers,86?size=small",Widespread Rain Showers,
3,4,,2023-12-09T13:00:00-05:00,2023-12-09T14:00:00-05:00,True,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 77}","{'unitCode': 'wmoUnit:degC', 'value': 10.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 100}",8 mph,S,"https://api.weather.gov/icons/land/day/rain_showers,77?size=small",Widespread Rain Showers,
4,5,,2023-12-09T14:00:00-05:00,2023-12-09T15:00:00-05:00,True,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 55}","{'unitCode': 'wmoUnit:degC', 'value': 10.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 100}",9 mph,S,"https://api.weather.gov/icons/land/day/rain_showers,55?size=small",Chance Rain Showers,
5,6,,2023-12-09T15:00:00-05:00,2023-12-09T16:00:00-05:00,True,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 37}","{'unitCode': 'wmoUnit:degC', 'value': 10.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 100}",9 mph,S,"https://api.weather.gov/icons/land/day/rain_showers,37?size=small",Scattered Rain Showers,
6,7,,2023-12-09T16:00:00-05:00,2023-12-09T17:00:00-05:00,True,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 29}","{'unitCode': 'wmoUnit:degC', 'value': 10.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 100}",9 mph,S,"https://api.weather.gov/icons/land/day/rain_showers,29?size=small",Scattered Rain Showers,
7,8,,2023-12-09T17:00:00-05:00,2023-12-09T18:00:00-05:00,True,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 34}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 100}",8 mph,S,"https://api.weather.gov/icons/land/day/rain_showers,34?size=small",Scattered Rain Showers,
8,9,,2023-12-09T18:00:00-05:00,2023-12-09T19:00:00-05:00,False,49,F,,"{'unitCode': 'wmoUnit:percent', 'value': 33}","{'unitCode': 'wmoUnit:degC', 'value': 9.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 100}",8 mph,S,"https://api.weather.gov/icons/land/night/rain_showers,33?size=small",Scattered Rain Showers,
9,10,,2023-12-09T19:00:00-05:00,2023-12-09T20:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 32}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 100}",9 mph,S,"https://api.weather.gov/icons/land/night/rain_showers,32?size=small",Chance Rain Showers,
10,11,,2023-12-09T20:00:00-05:00,2023-12-09T21:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 35}","{'unitCode': 'wmoUnit:degC', 'value': 9.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 96}",10 mph,S,"https://api.weather.gov/icons/land/night/rain_showers,35?size=small",Chance Rain Showers,
11,12,,2023-12-09T21:00:00-05:00,2023-12-09T22:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 42}","{'unitCode': 'wmoUnit:degC', 'value': 9.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 97}",10 mph,S,"https://api.weather.gov/icons/land/night/rain_showers,42?size=small",Chance Rain Showers,
12,13,,2023-12-09T22:00:00-05:00,2023-12-09T23:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 50}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 98}",10 mph,S,"https://api.weather.gov/icons/land/night/rain_showers,50?size=small",Chance Rain Showers,
13,14,,2023-12-09T23:00:00-05:00,2023-12-10T00:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 57}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 97}",12 mph,S,"https://api.weather.gov/icons/land/night/rain_showers,57?size=small",Rain Showers Likely,
14,15,,2023-12-10T00:00:00-05:00,2023-12-10T01:00:00-05:00,False,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 60}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 98}",13 mph,S,"https://api.weather.gov/icons/land/night/rain_showers,60?size=small",Rain Showers Likely,
15,16,,2023-12-10T01:00:00-05:00,2023-12-10T02:00:00-05:00,False,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 69}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 99}",13 mph,S,"https://api.weather.gov/icons/land/night/tsra,69?size=small",Showers And Thunderstorms Likely,
16,17,,2023-12-10T02:00:00-05:00,2023-12-10T03:00:00-05:00,False,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 81}","{'unitCode': 'wmoUnit:degC', 'value': 10.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 99}",14 mph,S,"https://api.weather.gov/icons/land/night/tsra,81?size=small",Showers And Thunderstorms,
17,18,,2023-12-10T03:00:00-05:00,2023-12-10T04:00:00-05:00,False,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 92}","{'unitCode': 'wmoUnit:degC', 'value': 10.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 99}",13 mph,S,"https://api.weather.gov/icons/land/night/tsra,92?size=small",Showers And Thunderstorms,
18,19,,2023-12-10T04:00:00-05:00,2023-12-10T05:00:00-05:00,False,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 98}","{'unitCode': 'wmoUnit:degC', 'value': 10.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 99}",13 mph,S,"https://api.weather.gov/icons/land/night/tsra,98?size=small",Showers And Thunderstorms,
19,20,,2023-12-10T05:00:00-05:00,2023-12-10T06:00:00-05:00,False,52,F,,"{'unitCode': 'wmoUnit:percent', 'value': 100}","{'unitCode': 'wmoUnit:degC', 'value': 10.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 98}",13 mph,S,"https://api.weather.gov/icons/land/night/tsra,100?size=small",Showers And Thunderstorms,
