,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-11-16T23:00:00-05:00,2023-11-17T00:00:00-05:00,False,47,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 87}",6 mph,S,"https://api.weather.gov/icons/land/night/sct,0?size=small",Partly Cloudy,
1,2,,2023-11-17T00:00:00-05:00,2023-11-17T01:00:00-05:00,False,47,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 90}",7 mph,SE,"https://api.weather.gov/icons/land/night/bkn,0?size=small",Mostly Cloudy,
2,3,,2023-11-17T01:00:00-05:00,2023-11-17T02:00:00-05:00,False,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 93}",6 mph,SE,"https://api.weather.gov/icons/land/night/bkn,0?size=small",Mostly Cloudy,
3,4,,2023-11-17T02:00:00-05:00,2023-11-17T03:00:00-05:00,False,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 95}",6 mph,SE,"https://api.weather.gov/icons/land/night/bkn,0?size=small",Mostly Cloudy,
4,5,,2023-11-17T03:00:00-05:00,2023-11-17T04:00:00-05:00,False,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 96}",6 mph,SE,"https://api.weather.gov/icons/land/night/bkn,0?size=small",Mostly Cloudy,
5,6,,2023-11-17T04:00:00-05:00,2023-11-17T05:00:00-05:00,False,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 97}",6 mph,S,"https://api.weather.gov/icons/land/night/bkn,1?size=small",Mostly Cloudy,
6,7,,2023-11-17T05:00:00-05:00,2023-11-17T06:00:00-05:00,False,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 97}",6 mph,S,"https://api.weather.gov/icons/land/night/bkn,0?size=small",Mostly Cloudy,
7,8,,2023-11-17T06:00:00-05:00,2023-11-17T07:00:00-05:00,True,44,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 100}",5 mph,S,"https://api.weather.gov/icons/land/day/bkn,0?size=small",Mostly Cloudy,
8,9,,2023-11-17T07:00:00-05:00,2023-11-17T08:00:00-05:00,True,45,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 100}",5 mph,S,"https://api.weather.gov/icons/land/day/bkn,0?size=small",Mostly Cloudy,
9,10,,2023-11-17T08:00:00-05:00,2023-11-17T09:00:00-05:00,True,47,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': 7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 97}",6 mph,S,"https://api.weather.gov/icons/land/day/bkn,1?size=small",Mostly Cloudy,
10,11,,2023-11-17T09:00:00-05:00,2023-11-17T10:00:00-05:00,True,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 2}","{'unitCode': 'wmoUnit:degC', 'value': 8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 90}",7 mph,S,"https://api.weather.gov/icons/land/day/bkn,2?size=small",Mostly Cloudy,
11,12,,2023-11-17T10:00:00-05:00,2023-11-17T11:00:00-05:00,True,54,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 80}",7 mph,S,"https://api.weather.gov/icons/land/day/bkn,0?size=small",Mostly Cloudy,
12,13,,2023-11-17T11:00:00-05:00,2023-11-17T12:00:00-05:00,True,57,F,,"{'unitCode': 'wmoUnit:percent', 'value': 4}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 72}",8 mph,S,"https://api.weather.gov/icons/land/day/bkn,4?size=small",Partly Sunny,
13,14,,2023-11-17T12:00:00-05:00,2023-11-17T13:00:00-05:00,True,59,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 68}",8 mph,S,"https://api.weather.gov/icons/land/day/bkn,5?size=small",Mostly Cloudy,
14,15,,2023-11-17T13:00:00-05:00,2023-11-17T14:00:00-05:00,True,59,F,,"{'unitCode': 'wmoUnit:percent', 'value': 10}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 66}",9 mph,S,"https://api.weather.gov/icons/land/day/bkn,10?size=small",Mostly Cloudy,
15,16,,2023-11-17T14:00:00-05:00,2023-11-17T15:00:00-05:00,True,60,F,,"{'unitCode': 'wmoUnit:percent', 'value': 11}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 65}",9 mph,S,"https://api.weather.gov/icons/land/day/bkn,11?size=small",Mostly Cloudy,
16,17,,2023-11-17T15:00:00-05:00,2023-11-17T16:00:00-05:00,True,60,F,,"{'unitCode': 'wmoUnit:percent', 'value': 12}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 65}",8 mph,S,"https://api.weather.gov/icons/land/day/bkn,12?size=small",Mostly Cloudy,
17,18,,2023-11-17T16:00:00-05:00,2023-11-17T17:00:00-05:00,True,58,F,,"{'unitCode': 'wmoUnit:percent', 'value': 16}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 69}",8 mph,S,"https://api.weather.gov/icons/land/day/rain_showers,16?size=small",Slight Chance Rain Showers,
18,19,,2023-11-17T17:00:00-05:00,2023-11-17T18:00:00-05:00,True,57,F,,"{'unitCode': 'wmoUnit:percent', 'value': 21}","{'unitCode': 'wmoUnit:degC', 'value': 9.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 75}",7 mph,SW,"https://api.weather.gov/icons/land/day/rain_showers,21?size=small",Slight Chance Rain Showers,
19,20,,2023-11-17T18:00:00-05:00,2023-11-17T19:00:00-05:00,False,54,F,,"{'unitCode': 'wmoUnit:percent', 'value': 25}","{'unitCode': 'wmoUnit:degC', 'value': 9.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 85}",7 mph,SW,"https://api.weather.gov/icons/land/night/rain_showers,25?size=small",Chance Rain Showers,
20,21,,2023-11-17T19:00:00-05:00,2023-11-17T20:00:00-05:00,False,52,F,,"{'unitCode': 'wmoUnit:percent', 'value': 44}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 93}",6 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,44?size=small",Chance Rain Showers,
21,22,,2023-11-17T20:00:00-05:00,2023-11-17T21:00:00-05:00,False,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 47}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 97}",6 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,47?size=small",Chance Rain Showers,
22,23,,2023-11-17T21:00:00-05:00,2023-11-17T22:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 53}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 98}",7 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,53?size=small",Chance Rain Showers,
23,24,,2023-11-17T22:00:00-05:00,2023-11-17T23:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 56}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 98}",8 mph,W,"https://api.weather.gov/icons/land/night/rain,56?size=small",Light Rain Likely,
24,25,,2023-11-17T23:00:00-05:00,2023-11-18T00:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 54}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 99}",8 mph,NW,"https://api.weather.gov/icons/land/night/rain_showers,54?size=small",Chance Rain Showers,
25,26,,2023-11-18T00:00:00-05:00,2023-11-18T01:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 49}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 99}",9 mph,NW,"https://api.weather.gov/icons/land/night/rain_showers,49?size=small",Chance Rain Showers,
26,27,,2023-11-18T01:00:00-05:00,2023-11-18T02:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 47}","{'unitCode': 'wmoUnit:degC', 'value': 9.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 99}",10 mph,NW,"https://api.weather.gov/icons/land/night/rain_showers,47?size=small",Chance Rain Showers,
27,28,,2023-11-18T02:00:00-05:00,2023-11-18T03:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 47}","{'unitCode': 'wmoUnit:degC', 'value': 9.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 97}",10 mph,NW,"https://api.weather.gov/icons/land/night/rain_showers,47?size=small",Chance Rain Showers,
28,29,,2023-11-18T03:00:00-05:00,2023-11-18T04:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 46}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 96}",12 mph,NW,"https://api.weather.gov/icons/land/night/rain_showers,46?size=small",Chance Rain Showers,
29,30,,2023-11-18T04:00:00-05:00,2023-11-18T05:00:00-05:00,False,49,F,,"{'unitCode': 'wmoUnit:percent', 'value': 45}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 94}",13 mph,NW,"https://api.weather.gov/icons/land/night/rain_showers,45?size=small",Chance Rain Showers,
30,31,,2023-11-18T05:00:00-05:00,2023-11-18T06:00:00-05:00,False,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 40}","{'unitCode': 'wmoUnit:degC', 'value': 7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 93}",14 mph,NW,"https://api.weather.gov/icons/land/night/rain_showers,40?size=small",Chance Rain Showers,
31,32,,2023-11-18T06:00:00-05:00,2023-11-18T07:00:00-05:00,True,47,F,,"{'unitCode': 'wmoUnit:percent', 'value': 32}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 92}",15 mph,NW,"https://api.weather.gov/icons/land/day/rain_showers,32?size=small",Chance Rain Showers,
32,33,,2023-11-18T07:00:00-05:00,2023-11-18T08:00:00-05:00,True,47,F,,"{'unitCode': 'wmoUnit:percent', 'value': 17}","{'unitCode': 'wmoUnit:degC', 'value': 6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 92}",16 mph,NW,"https://api.weather.gov/icons/land/day/rain_showers,17?size=small",Slight Chance Rain Showers,
33,34,,2023-11-18T08:00:00-05:00,2023-11-18T09:00:00-05:00,True,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 17}","{'unitCode': 'wmoUnit:degC', 'value': 6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 90}",16 mph,NW,"https://api.weather.gov/icons/land/day/rain_showers,17?size=small",Slight Chance Rain Showers,
34,35,,2023-11-18T09:00:00-05:00,2023-11-18T10:00:00-05:00,True,47,F,,"{'unitCode': 'wmoUnit:percent', 'value': 17}","{'unitCode': 'wmoUnit:degC', 'value': 5.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 85}",16 mph,NW,"https://api.weather.gov/icons/land/day/rain_showers,17?size=small",Slight Chance Rain Showers,
35,36,,2023-11-18T10:00:00-05:00,2023-11-18T11:00:00-05:00,True,47,F,,"{'unitCode': 'wmoUnit:percent', 'value': 17}","{'unitCode': 'wmoUnit:degC', 'value': 5}","{'unitCode': 'wmoUnit:percent', 'value': 79}",16 mph,NW,"https://api.weather.gov/icons/land/day/rain_showers,17?size=small",Slight Chance Rain Showers,
36,37,,2023-11-18T11:00:00-05:00,2023-11-18T12:00:00-05:00,True,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 17}","{'unitCode': 'wmoUnit:degC', 'value': 3.888888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 71}",16 mph,NW,"https://api.weather.gov/icons/land/day/rain_showers,17?size=small",Slight Chance Rain Showers,
37,38,,2023-11-18T12:00:00-05:00,2023-11-18T13:00:00-05:00,True,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 17}","{'unitCode': 'wmoUnit:degC', 'value': 2.2222222222222223}","{'unitCode': 'wmoUnit:percent', 'value': 63}",16 mph,NW,"https://api.weather.gov/icons/land/day/rain_showers,17?size=small",Slight Chance Rain Showers,
38,39,,2023-11-18T13:00:00-05:00,2023-11-18T14:00:00-05:00,True,49,F,,"{'unitCode': 'wmoUnit:percent', 'value': 6}","{'unitCode': 'wmoUnit:degC', 'value': 1.1111111111111112}","{'unitCode': 'wmoUnit:percent', 'value': 57}",15 mph,NW,"https://api.weather.gov/icons/land/day/few,6?size=small",Sunny,
39,40,,2023-11-18T14:00:00-05:00,2023-11-18T15:00:00-05:00,True,49,F,,"{'unitCode': 'wmoUnit:percent', 'value': 6}","{'unitCode': 'wmoUnit:degC', 'value': 0.5555555555555556}","{'unitCode': 'wmoUnit:percent', 'value': 54}",15 mph,NW,"https://api.weather.gov/icons/land/day/few,6?size=small",Sunny,
40,41,,2023-11-18T15:00:00-05:00,2023-11-18T16:00:00-05:00,True,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 6}","{'unitCode': 'wmoUnit:degC', 'value': 0}","{'unitCode': 'wmoUnit:percent', 'value': 52}",14 mph,NW,"https://api.weather.gov/icons/land/day/few,6?size=small",Sunny,
41,42,,2023-11-18T16:00:00-05:00,2023-11-18T17:00:00-05:00,True,47,F,,"{'unitCode': 'wmoUnit:percent', 'value': 6}","{'unitCode': 'wmoUnit:degC', 'value': -0.5555555555555556}","{'unitCode': 'wmoUnit:percent', 'value': 53}",13 mph,NW,"https://api.weather.gov/icons/land/day/few,6?size=small",Sunny,
42,43,,2023-11-18T17:00:00-05:00,2023-11-18T18:00:00-05:00,True,45,F,,"{'unitCode': 'wmoUnit:percent', 'value': 6}","{'unitCode': 'wmoUnit:degC', 'value': -1.1111111111111112}","{'unitCode': 'wmoUnit:percent', 'value': 56}",13 mph,NW,"https://api.weather.gov/icons/land/day/few,6?size=small",Sunny,
43,44,,2023-11-18T18:00:00-05:00,2023-11-18T19:00:00-05:00,False,42,F,,"{'unitCode': 'wmoUnit:percent', 'value': 6}","{'unitCode': 'wmoUnit:degC', 'value': -1.6666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 60}",13 mph,NW,"https://api.weather.gov/icons/land/night/skc,6?size=small",Clear,
44,45,,2023-11-18T19:00:00-05:00,2023-11-18T20:00:00-05:00,False,39,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': -1.6666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 65}",13 mph,NW,"https://api.weather.gov/icons/land/night/skc,1?size=small",Clear,
45,46,,2023-11-18T20:00:00-05:00,2023-11-18T21:00:00-05:00,False,38,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': -2.2222222222222223}","{'unitCode': 'wmoUnit:percent', 'value': 68}",12 mph,NW,"https://api.weather.gov/icons/land/night/skc,1?size=small",Clear,
46,47,,2023-11-18T21:00:00-05:00,2023-11-18T22:00:00-05:00,False,36,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': -2.2222222222222223}","{'unitCode': 'wmoUnit:percent', 'value': 69}",12 mph,NW,"https://api.weather.gov/icons/land/night/skc,1?size=small",Clear,
47,48,,2023-11-18T22:00:00-05:00,2023-11-18T23:00:00-05:00,False,36,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': -2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 70}",10 mph,NW,"https://api.weather.gov/icons/land/night/skc,1?size=small",Clear,
48,49,,2023-11-18T23:00:00-05:00,2023-11-19T00:00:00-05:00,False,35,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': -3.3333333333333335}","{'unitCode': 'wmoUnit:percent', 'value': 70}",9 mph,NW,"https://api.weather.gov/icons/land/night/skc,1?size=small",Clear,
