,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-12-06T04:00:00-05:00,2023-12-06T05:00:00-05:00,False,31,F,,"{'unitCode': 'wmoUnit:percent', 'value': 39}","{'unitCode': 'wmoUnit:degC', 'value': -0.5555555555555556}","{'unitCode': 'wmoUnit:percent', 'value': 100}",14 mph,NW,"https://api.weather.gov/icons/land/night/snow,39?size=small",Chance Snow Showers,
1,2,,2023-12-06T05:00:00-05:00,2023-12-06T06:00:00-05:00,False,30,F,,"{'unitCode': 'wmoUnit:percent', 'value': 43}","{'unitCode': 'wmoUnit:degC', 'value': -1.1111111111111112}","{'unitCode': 'wmoUnit:percent', 'value': 98}",15 mph,NW,"https://api.weather.gov/icons/land/night/snow,43?size=small",Chance Snow Showers,
2,3,,2023-12-06T06:00:00-05:00,2023-12-06T07:00:00-05:00,True,30,F,,"{'unitCode': 'wmoUnit:percent', 'value': 46}","{'unitCode': 'wmoUnit:degC', 'value': -1.1111111111111112}","{'unitCode': 'wmoUnit:percent', 'value': 98}",16 mph,NW,"https://api.weather.gov/icons/land/day/snow,46?size=small",Chance Snow Showers,
3,4,,2023-12-06T07:00:00-05:00,2023-12-06T08:00:00-05:00,True,30,F,,"{'unitCode': 'wmoUnit:percent', 'value': 39}","{'unitCode': 'wmoUnit:degC', 'value': -2.2222222222222223}","{'unitCode': 'wmoUnit:percent', 'value': 95}",17 mph,NW,"https://api.weather.gov/icons/land/day/snow,39?size=small",Chance Snow Showers,
4,5,,2023-12-06T08:00:00-05:00,2023-12-06T09:00:00-05:00,True,30,F,,"{'unitCode': 'wmoUnit:percent', 'value': 31}","{'unitCode': 'wmoUnit:degC', 'value': -2.2222222222222223}","{'unitCode': 'wmoUnit:percent', 'value': 94}",17 mph,NW,"https://api.weather.gov/icons/land/day/snow,31?size=small",Chance Snow Showers,
5,6,,2023-12-06T09:00:00-05:00,2023-12-06T10:00:00-05:00,True,30,F,,"{'unitCode': 'wmoUnit:percent', 'value': 23}","{'unitCode': 'wmoUnit:degC', 'value': -2.2222222222222223}","{'unitCode': 'wmoUnit:percent', 'value': 90}",18 mph,NW,"https://api.weather.gov/icons/land/day/snow,23?size=small",Slight Chance Snow Showers,
6,7,,2023-12-06T10:00:00-05:00,2023-12-06T11:00:00-05:00,True,31,F,,"{'unitCode': 'wmoUnit:percent', 'value': 15}","{'unitCode': 'wmoUnit:degC', 'value': -2.2222222222222223}","{'unitCode': 'wmoUnit:percent', 'value': 87}",20 mph,NW,"https://api.weather.gov/icons/land/day/snow,15?size=small",Slight Chance Snow Showers,
7,8,,2023-12-06T11:00:00-05:00,2023-12-06T12:00:00-05:00,True,32,F,,"{'unitCode': 'wmoUnit:percent', 'value': 15}","{'unitCode': 'wmoUnit:degC', 'value': -3.3333333333333335}","{'unitCode': 'wmoUnit:percent', 'value': 79}",18 mph,NW,"https://api.weather.gov/icons/land/day/snow,15?size=small",Slight Chance Snow Showers,
8,9,,2023-12-06T12:00:00-05:00,2023-12-06T13:00:00-05:00,True,33,F,,"{'unitCode': 'wmoUnit:percent', 'value': 14}","{'unitCode': 'wmoUnit:degC', 'value': -3.3333333333333335}","{'unitCode': 'wmoUnit:percent', 'value': 75}",18 mph,NW,"https://api.weather.gov/icons/land/day/bkn,14?size=small",Mostly Cloudy,
9,10,,2023-12-06T13:00:00-05:00,2023-12-06T14:00:00-05:00,True,33,F,,"{'unitCode': 'wmoUnit:percent', 'value': 13}","{'unitCode': 'wmoUnit:degC', 'value': -3.3333333333333335}","{'unitCode': 'wmoUnit:percent', 'value': 74}",18 mph,NW,"https://api.weather.gov/icons/land/day/bkn,13?size=small",Mostly Cloudy,
10,11,,2023-12-06T14:00:00-05:00,2023-12-06T15:00:00-05:00,True,33,F,,"{'unitCode': 'wmoUnit:percent', 'value': 12}","{'unitCode': 'wmoUnit:degC', 'value': -3.888888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 72}",17 mph,NW,"https://api.weather.gov/icons/land/day/bkn,12?size=small",Mostly Cloudy,
