,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp,windDirection_x,windDirection_y
0,0,-1.6666666666666667,45,50,6,2023-11-11 18:00:00+00:00,0.7071067811865476,0.7071067811865476
1,0,-2.2222222222222223,41,51,5,2023-11-11 19:00:00+00:00,0.7071067811865476,0.7071067811865476
2,0,-2.2222222222222223,40,52,5,2023-11-11 20:00:00+00:00,1.0,0.0
3,0,-2.2222222222222223,41,51,5,2023-11-11 21:00:00+00:00,1.0,0.0
4,0,-2.2222222222222223,41,50,5,2023-11-11 22:00:00+00:00,1.0,0.0
5,0,-2.2222222222222223,44,49,6,2023-11-11 23:00:00+00:00,1.0,0.0
6,0,-2.7777777777777777,52,44,5,2023-11-12 00:00:00+00:00,1.0,0.0
7,0,-0.5555555555555556,65,42,3,2023-11-12 01:00:00+00:00,1.0,0.0
8,0,-1.1111111111111112,68,40,2,2023-11-12 02:00:00+00:00,1.0,0.0
9,0,-0.5555555555555556,70,39,3,2023-11-12 03:00:00+00:00,1.0,0.0
10,0,-1.1111111111111112,72,39,5,2023-11-12 04:00:00+00:00,1.0,0.0
11,1,-1.1111111111111112,72,38,5,2023-11-12 05:00:00+00:00,1.0,0.0
12,4,-1.1111111111111112,75,37,3,2023-11-12 06:00:00+00:00,1.0,0.0
13,8,-1.1111111111111112,75,37,5,2023-11-12 07:00:00+00:00,1.0,0.0
14,8,-1.1111111111111112,75,37,5,2023-11-12 08:00:00+00:00,1.0,0.0
15,8,-1.1111111111111112,76,37,5,2023-11-12 09:00:00+00:00,1.0,0.0
16,10,-0.5555555555555556,79,37,5,2023-11-12 10:00:00+00:00,1.0,0.0
17,6,-1.1111111111111112,77,36,5,2023-11-12 11:00:00+00:00,1.0,0.0
18,15,-1.1111111111111112,79,36,5,2023-11-12 12:00:00+00:00,1.0,0.0
19,15,-1.1111111111111112,81,36,2,2023-11-12 13:00:00+00:00,0.7071067811865476,0.7071067811865476
20,13,0.0,85,36,2,2023-11-12 14:00:00+00:00,0.7071067811865476,0.7071067811865476
21,5,1.1111111111111112,78,40,3,2023-11-12 15:00:00+00:00,1.0,0.0
22,4,1.6666666666666667,74,42,6,2023-11-12 16:00:00+00:00,1.0,0.0
23,3,1.6666666666666667,64,46,6,2023-11-12 17:00:00+00:00,1.0,0.0
24,1,2.2222222222222223,62,49,5,2023-11-12 18:00:00+00:00,0.7071067811865476,-0.7071067811865476
25,1,2.7777777777777777,61,50,5,2023-11-12 19:00:00+00:00,0.7071067811865476,0.7071067811865476
26,1,2.7777777777777777,57,51,5,2023-11-12 20:00:00+00:00,0.0,-1.0
27,1,2.7777777777777777,59,51,5,2023-11-12 21:00:00+00:00,0.0,-1.0
28,1,3.3333333333333335,61,50,5,2023-11-12 22:00:00+00:00,0.7071067811865476,-0.7071067811865476
29,1,2.7777777777777777,65,48,5,2023-11-12 23:00:00+00:00,0.7071067811865476,-0.7071067811865476
30,1,2.2222222222222223,76,43,3,2023-11-13 00:00:00+00:00,0.7071067811865476,-0.7071067811865476
31,0,2.2222222222222223,85,40,2,2023-11-13 01:00:00+00:00,0.0,-1.0
32,0,1.6666666666666667,87,39,1,2023-11-13 02:00:00+00:00,0.0,-1.0
33,0,1.6666666666666667,90,38,1,2023-11-13 03:00:00+00:00,0.0,-1.0
34,0,1.6666666666666667,92,37,0,2023-11-13 04:00:00+00:00,0.0,-1.0
35,0,1.1111111111111112,89,37,0,2023-11-13 05:00:00+00:00,0.0,-1.0
36,0,1.1111111111111112,90,37,0,2023-11-13 06:00:00+00:00,0.0,-1.0
37,0,1.1111111111111112,90,36,0,2023-11-13 07:00:00+00:00,-0.7071067811865476,-0.7071067811865476
38,0,0.5555555555555556,91,36,1,2023-11-13 08:00:00+00:00,-0.7071067811865476,-0.7071067811865476
39,0,0.5555555555555556,91,35,1,2023-11-13 09:00:00+00:00,-0.7071067811865476,-0.7071067811865476
40,0,0.5555555555555556,92,35,1,2023-11-13 10:00:00+00:00,-1.0,0.0
41,0,0.0,93,34,2,2023-11-13 11:00:00+00:00,-1.0,0.0
42,0,0.0,93,34,2,2023-11-13 12:00:00+00:00,-1.0,0.0
43,0,0.0,90,35,2,2023-11-13 13:00:00+00:00,-1.0,0.0
44,0,0.0,77,39,3,2023-11-13 14:00:00+00:00,-1.0,0.0
45,0,0.0,65,43,5,2023-11-13 15:00:00+00:00,-0.7071067811865476,0.7071067811865476
46,0,0.0,55,47,6,2023-11-13 16:00:00+00:00,-0.7071067811865476,0.7071067811865476
47,0,0.0,50,50,7,2023-11-13 17:00:00+00:00,-0.7071067811865476,0.7071067811865476
48,0,0.0,46,52,8,2023-11-13 18:00:00+00:00,-0.7071067811865476,0.7071067811865476
49,0,0.0,42,54,8,2023-11-13 19:00:00+00:00,-0.7071067811865476,0.7071067811865476
50,0,0.0,41,56,8,2023-11-13 20:00:00+00:00,-0.7071067811865476,0.7071067811865476
51,0,0.0,40,57,7,2023-11-13 21:00:00+00:00,-0.7071067811865476,0.7071067811865476
52,0,0.5555555555555556,41,56,7,2023-11-13 22:00:00+00:00,-0.7071067811865476,0.7071067811865476
53,0,0.5555555555555556,45,54,6,2023-11-13 23:00:00+00:00,-0.7071067811865476,0.7071067811865476
54,0,0.5555555555555556,50,51,6,2023-11-14 00:00:00+00:00,-0.7071067811865476,0.7071067811865476
55,0,0.5555555555555556,55,49,6,2023-11-14 01:00:00+00:00,-0.7071067811865476,0.7071067811865476
56,0,0.5555555555555556,58,47,6,2023-11-14 02:00:00+00:00,-0.7071067811865476,0.7071067811865476
57,0,0.5555555555555556,61,46,7,2023-11-14 03:00:00+00:00,-0.7071067811865476,0.7071067811865476
58,0,0.0,63,44,7,2023-11-14 04:00:00+00:00,-0.7071067811865476,0.7071067811865476
59,0,0.0,65,43,8,2023-11-14 05:00:00+00:00,-0.7071067811865476,0.7071067811865476
60,0,0.0,65,42,8,2023-11-14 06:00:00+00:00,-0.7071067811865476,0.7071067811865476
61,0,-0.5555555555555556,66,41,9,2023-11-14 07:00:00+00:00,-0.7071067811865476,0.7071067811865476
62,0,-1.1111111111111112,67,41,8,2023-11-14 08:00:00+00:00,-0.7071067811865476,0.7071067811865476
