,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-11-20T21:00:00-05:00,2023-11-20T22:00:00-05:00,False,40,F,,"{'unitCode': 'wmoUnit:percent', 'value': 7}","{'unitCode': 'wmoUnit:degC', 'value': -1.1111111111111112}","{'unitCode': 'wmoUnit:percent', 'value': 71}",8 mph,SE,"https://api.weather.gov/icons/land/night/ovc,7?size=small",Cloudy,
1,2,,2023-11-20T22:00:00-05:00,2023-11-20T23:00:00-05:00,False,40,F,,"{'unitCode': 'wmoUnit:percent', 'value': 8}","{'unitCode': 'wmoUnit:degC', 'value': -0.5555555555555556}","{'unitCode': 'wmoUnit:percent', 'value': 72}",9 mph,SE,"https://api.weather.gov/icons/land/night/ovc,8?size=small",Cloudy,
2,3,,2023-11-20T23:00:00-05:00,2023-11-21T00:00:00-05:00,False,39,F,,"{'unitCode': 'wmoUnit:percent', 'value': 22}","{'unitCode': 'wmoUnit:degC', 'value': -0.5555555555555556}","{'unitCode': 'wmoUnit:percent', 'value': 73}",9 mph,SE,"https://api.weather.gov/icons/land/night/rain,22?size=small",Slight Chance Light Rain,
3,4,,2023-11-21T00:00:00-05:00,2023-11-21T01:00:00-05:00,False,39,F,,"{'unitCode': 'wmoUnit:percent', 'value': 36}","{'unitCode': 'wmoUnit:degC', 'value': 0}","{'unitCode': 'wmoUnit:percent', 'value': 75}",10 mph,SE,"https://api.weather.gov/icons/land/night/rain,36?size=small",Chance Light Rain,
4,5,,2023-11-21T01:00:00-05:00,2023-11-21T02:00:00-05:00,False,39,F,,"{'unitCode': 'wmoUnit:percent', 'value': 50}","{'unitCode': 'wmoUnit:degC', 'value': 0}","{'unitCode': 'wmoUnit:percent', 'value': 76}",10 mph,SE,"https://api.weather.gov/icons/land/night/rain,50?size=small",Chance Light Rain,
5,6,,2023-11-21T02:00:00-05:00,2023-11-21T03:00:00-05:00,False,39,F,,"{'unitCode': 'wmoUnit:percent', 'value': 67}","{'unitCode': 'wmoUnit:degC', 'value': 0.5555555555555556}","{'unitCode': 'wmoUnit:percent', 'value': 78}",12 mph,SE,"https://api.weather.gov/icons/land/night/rain,67?size=small",Light Rain Likely,
6,7,,2023-11-21T03:00:00-05:00,2023-11-21T04:00:00-05:00,False,39,F,,"{'unitCode': 'wmoUnit:percent', 'value': 73}","{'unitCode': 'wmoUnit:degC', 'value': 1.1111111111111112}","{'unitCode': 'wmoUnit:percent', 'value': 80}",12 mph,SE,"https://api.weather.gov/icons/land/night/rain,73?size=small",Light Rain Likely,
7,8,,2023-11-21T04:00:00-05:00,2023-11-21T05:00:00-05:00,False,40,F,,"{'unitCode': 'wmoUnit:percent', 'value': 79}","{'unitCode': 'wmoUnit:degC', 'value': 1.6666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 82}",12 mph,SE,"https://api.weather.gov/icons/land/night/rain,79?size=small",Light Rain,
8,9,,2023-11-21T05:00:00-05:00,2023-11-21T06:00:00-05:00,False,40,F,,"{'unitCode': 'wmoUnit:percent', 'value': 86}","{'unitCode': 'wmoUnit:degC', 'value': 2.2222222222222223}","{'unitCode': 'wmoUnit:percent', 'value': 85}",13 mph,SE,"https://api.weather.gov/icons/land/night/rain,86?size=small",Rain,
9,10,,2023-11-21T06:00:00-05:00,2023-11-21T07:00:00-05:00,True,41,F,,"{'unitCode': 'wmoUnit:percent', 'value': 93}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 88}",14 mph,SE,"https://api.weather.gov/icons/land/day/rain,93?size=small",Rain,
10,11,,2023-11-21T07:00:00-05:00,2023-11-21T08:00:00-05:00,True,41,F,,"{'unitCode': 'wmoUnit:percent', 'value': 100}","{'unitCode': 'wmoUnit:degC', 'value': 3.888888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 90}",14 mph,SE,"https://api.weather.gov/icons/land/day/rain,100?size=small",Rain,
11,12,,2023-11-21T08:00:00-05:00,2023-11-21T09:00:00-05:00,True,41,F,,"{'unitCode': 'wmoUnit:percent', 'value': 100}","{'unitCode': 'wmoUnit:degC', 'value': 4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 94}",14 mph,SE,"https://api.weather.gov/icons/land/day/rain,100?size=small",Rain,
12,13,,2023-11-21T09:00:00-05:00,2023-11-21T10:00:00-05:00,True,41,F,,"{'unitCode': 'wmoUnit:percent', 'value': 100}","{'unitCode': 'wmoUnit:degC', 'value': 5}","{'unitCode': 'wmoUnit:percent', 'value': 99}",14 mph,SE,"https://api.weather.gov/icons/land/day/rain,100?size=small",Rain,
13,14,,2023-11-21T10:00:00-05:00,2023-11-21T11:00:00-05:00,True,42,F,,"{'unitCode': 'wmoUnit:percent', 'value': 100}","{'unitCode': 'wmoUnit:degC', 'value': 5.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 100}",14 mph,SE,"https://api.weather.gov/icons/land/day/rain,100?size=small",Rain,
14,15,,2023-11-21T11:00:00-05:00,2023-11-21T12:00:00-05:00,True,42,F,,"{'unitCode': 'wmoUnit:percent', 'value': 100}","{'unitCode': 'wmoUnit:degC', 'value': 5.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 100}",14 mph,SE,"https://api.weather.gov/icons/land/day/rain,100?size=small",Rain,
15,16,,2023-11-21T12:00:00-05:00,2023-11-21T13:00:00-05:00,True,43,F,,"{'unitCode': 'wmoUnit:percent', 'value': 100}","{'unitCode': 'wmoUnit:degC', 'value': 6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 100}",14 mph,SE,"https://api.weather.gov/icons/land/day/rain,100?size=small",Rain,
16,17,,2023-11-21T13:00:00-05:00,2023-11-21T14:00:00-05:00,True,44,F,,"{'unitCode': 'wmoUnit:percent', 'value': 100}","{'unitCode': 'wmoUnit:degC', 'value': 6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 100}",13 mph,SE,"https://api.weather.gov/icons/land/day/rain,100?size=small",Rain,
17,18,,2023-11-21T14:00:00-05:00,2023-11-21T15:00:00-05:00,True,45,F,,"{'unitCode': 'wmoUnit:percent', 'value': 94}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 100}",13 mph,SE,"https://api.weather.gov/icons/land/day/rain,94?size=small",Rain,
18,19,,2023-11-21T15:00:00-05:00,2023-11-21T16:00:00-05:00,True,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 89}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 100}",13 mph,S,"https://api.weather.gov/icons/land/day/rain,89?size=small",Rain,
19,20,,2023-11-21T16:00:00-05:00,2023-11-21T17:00:00-05:00,True,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 83}","{'unitCode': 'wmoUnit:degC', 'value': 7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 99}",13 mph,S,"https://api.weather.gov/icons/land/day/rain,83?size=small",Rain,
20,21,,2023-11-21T17:00:00-05:00,2023-11-21T18:00:00-05:00,True,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 83}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 99}",10 mph,S,"https://api.weather.gov/icons/land/day/rain,83?size=small",Rain,
21,22,,2023-11-21T18:00:00-05:00,2023-11-21T19:00:00-05:00,False,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 82}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 98}",9 mph,SW,"https://api.weather.gov/icons/land/night/rain,82?size=small",Rain,
22,23,,2023-11-21T19:00:00-05:00,2023-11-21T20:00:00-05:00,False,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 82}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 98}",7 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,82?size=small",Rain Showers,
23,24,,2023-11-21T20:00:00-05:00,2023-11-21T21:00:00-05:00,False,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 80}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 89}",8 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,80?size=small",Rain Showers,
24,25,,2023-11-21T21:00:00-05:00,2023-11-21T22:00:00-05:00,False,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 74}","{'unitCode': 'wmoUnit:degC', 'value': 7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 90}",8 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,74?size=small",Rain Showers Likely,
25,26,,2023-11-21T22:00:00-05:00,2023-11-21T23:00:00-05:00,False,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 63}","{'unitCode': 'wmoUnit:degC', 'value': 7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 93}",9 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,63?size=small",Rain Showers Likely,
26,27,,2023-11-21T23:00:00-05:00,2023-11-22T00:00:00-05:00,False,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 52}","{'unitCode': 'wmoUnit:degC', 'value': 7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 93}",9 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,52?size=small",Chance Rain Showers,
27,28,,2023-11-22T00:00:00-05:00,2023-11-22T01:00:00-05:00,False,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 46}","{'unitCode': 'wmoUnit:degC', 'value': 7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 93}",9 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,46?size=small",Chance Rain Showers,
28,29,,2023-11-22T01:00:00-05:00,2023-11-22T02:00:00-05:00,False,47,F,,"{'unitCode': 'wmoUnit:percent', 'value': 44}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 93}",10 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,44?size=small",Chance Rain Showers,
29,30,,2023-11-22T02:00:00-05:00,2023-11-22T03:00:00-05:00,False,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 43}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 95}",10 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,43?size=small",Chance Rain Showers,
30,31,,2023-11-22T03:00:00-05:00,2023-11-22T04:00:00-05:00,False,45,F,,"{'unitCode': 'wmoUnit:percent', 'value': 39}","{'unitCode': 'wmoUnit:degC', 'value': 6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 97}",9 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,39?size=small",Chance Rain Showers,
31,32,,2023-11-22T04:00:00-05:00,2023-11-22T05:00:00-05:00,False,44,F,,"{'unitCode': 'wmoUnit:percent', 'value': 34}","{'unitCode': 'wmoUnit:degC', 'value': 6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 100}",9 mph,NW,"https://api.weather.gov/icons/land/night/rain_showers,34?size=small",Chance Rain Showers,
