,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-11-21T13:00:00-05:00,2023-11-21T14:00:00-05:00,True,44,F,,"{'unitCode': 'wmoUnit:percent', 'value': 98}","{'unitCode': 'wmoUnit:degC', 'value': 6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 97}",12 mph,S,"https://api.weather.gov/icons/land/day/rain,98?size=small",Rain,
1,2,,2023-11-21T14:00:00-05:00,2023-11-21T15:00:00-05:00,True,45,F,,"{'unitCode': 'wmoUnit:percent', 'value': 99}","{'unitCode': 'wmoUnit:degC', 'value': 6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 97}",13 mph,S,"https://api.weather.gov/icons/land/day/rain,99?size=small",Rain,
2,3,,2023-11-21T15:00:00-05:00,2023-11-21T16:00:00-05:00,True,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 99}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 97}",12 mph,S,"https://api.weather.gov/icons/land/day/rain,99?size=small",Rain,
3,4,,2023-11-21T16:00:00-05:00,2023-11-21T17:00:00-05:00,True,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 100}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 96}",10 mph,S,"https://api.weather.gov/icons/land/day/rain,100?size=small",Rain,
4,5,,2023-11-21T17:00:00-05:00,2023-11-21T18:00:00-05:00,True,47,F,,"{'unitCode': 'wmoUnit:percent', 'value': 97}","{'unitCode': 'wmoUnit:degC', 'value': 7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 97}",9 mph,S,"https://api.weather.gov/icons/land/day/rain,97?size=small",Rain,
5,6,,2023-11-21T18:00:00-05:00,2023-11-21T19:00:00-05:00,False,47,F,,"{'unitCode': 'wmoUnit:percent', 'value': 94}","{'unitCode': 'wmoUnit:degC', 'value': 7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 97}",7 mph,W,"https://api.weather.gov/icons/land/night/rain,94?size=small",Rain,
6,7,,2023-11-21T19:00:00-05:00,2023-11-21T20:00:00-05:00,False,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 91}","{'unitCode': 'wmoUnit:degC', 'value': 8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 98}",7 mph,W,"https://api.weather.gov/icons/land/night/rain,91?size=small",Light Rain,
7,8,,2023-11-21T20:00:00-05:00,2023-11-21T21:00:00-05:00,False,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 77}","{'unitCode': 'wmoUnit:degC', 'value': 8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 98}",7 mph,W,"https://api.weather.gov/icons/land/night/rain,77?size=small",Light Rain,
8,9,,2023-11-21T21:00:00-05:00,2023-11-21T22:00:00-05:00,False,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 63}","{'unitCode': 'wmoUnit:degC', 'value': 8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 99}",8 mph,W,"https://api.weather.gov/icons/land/night/rain,63?size=small",Light Rain Likely,
9,10,,2023-11-21T22:00:00-05:00,2023-11-21T23:00:00-05:00,False,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 49}","{'unitCode': 'wmoUnit:degC', 'value': 8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 98}",9 mph,W,"https://api.weather.gov/icons/land/night/rain,49?size=small",Chance Light Rain,
