,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp,windDirection_x,windDirection_y
0,15,11.11111111111111,73,61,18,2023-10-30 19:00:00+00:00,-1.0,0.0
1,17,10.555555555555555,76,59,18,2023-10-30 20:00:00+00:00,-1.0,0.0
2,19,10.0,85,55,17,2023-10-30 21:00:00+00:00,-1.0,0.0
3,30,9.444444444444445,90,52,17,2023-10-30 22:00:00+00:00,-1.0,0.0
4,19,8.333333333333334,90,49,17,2023-10-30 23:00:00+00:00,-0.7071067811865476,0.7071067811865476
5,20,7.222222222222222,93,47,17,2023-10-31 00:00:00+00:00,-0.7071067811865476,0.7071067811865476
6,17,6.111111111111111,94,45,17,2023-10-31 01:00:00+00:00,-0.7071067811865476,0.7071067811865476
7,14,5.555555555555555,95,44,17,2023-10-31 02:00:00+00:00,-0.7071067811865476,0.7071067811865476
8,11,5.555555555555555,98,43,15,2023-10-31 03:00:00+00:00,-0.7071067811865476,0.7071067811865476
9,14,5.0,97,42,14,2023-10-31 04:00:00+00:00,-0.7071067811865476,0.7071067811865476
10,17,4.444444444444445,95,41,13,2023-10-31 05:00:00+00:00,-0.7071067811865476,0.7071067811865476
11,20,3.888888888888889,96,40,12,2023-10-31 06:00:00+00:00,-0.7071067811865476,0.7071067811865476
12,23,3.3333333333333335,93,40,12,2023-10-31 07:00:00+00:00,-0.7071067811865476,0.7071067811865476
13,26,2.7777777777777777,93,39,10,2023-10-31 08:00:00+00:00,-0.7071067811865476,0.7071067811865476
14,27,2.7777777777777777,91,39,9,2023-10-31 09:00:00+00:00,-0.7071067811865476,0.7071067811865476
15,28,2.7777777777777777,95,38,8,2023-10-31 10:00:00+00:00,-0.7071067811865476,0.7071067811865476
16,28,2.2222222222222223,96,37,7,2023-10-31 11:00:00+00:00,-0.7071067811865476,0.7071067811865476
17,28,2.2222222222222223,93,37,6,2023-10-31 12:00:00+00:00,-0.7071067811865476,0.7071067811865476
18,27,2.2222222222222223,94,37,6,2023-10-31 13:00:00+00:00,-0.7071067811865476,0.7071067811865476
19,25,2.2222222222222223,94,37,5,2023-10-31 14:00:00+00:00,-0.7071067811865476,0.7071067811865476
20,22,2.7777777777777777,92,39,3,2023-10-31 15:00:00+00:00,0.0,1.0
21,20,2.7777777777777777,87,41,3,2023-10-31 16:00:00+00:00,0.0,1.0
