,windDirection,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp
0,NW,0,2.2222222222222223,47,56,7,2023-11-05 23:00:00+00:00
1,NW,0,2.7777777777777777,56,52,6,2023-11-06 00:00:00+00:00
2,NW,0,2.7777777777777777,64,49,5,2023-11-06 01:00:00+00:00
3,NW,0,2.7777777777777777,69,47,5,2023-11-06 02:00:00+00:00
4,W,0,2.7777777777777777,74,45,3,2023-11-06 03:00:00+00:00
5,W,0,3.3333333333333335,78,44,3,2023-11-06 04:00:00+00:00
6,W,0,2.7777777777777777,81,43,2,2023-11-06 05:00:00+00:00
7,W,0,2.7777777777777777,82,42,2,2023-11-06 06:00:00+00:00
8,W,0,2.7777777777777777,84,41,1,2023-11-06 07:00:00+00:00
9,W,0,2.7777777777777777,84,41,2,2023-11-06 08:00:00+00:00
10,W,0,2.2222222222222223,85,41,2,2023-11-06 09:00:00+00:00
11,W,0,2.2222222222222223,85,40,3,2023-11-06 10:00:00+00:00
