,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-11-10T01:00:00-05:00,2023-11-10T02:00:00-05:00,False,54,F,,"{'unitCode': 'wmoUnit:percent', 'value': 21}","{'unitCode': 'wmoUnit:degC', 'value': 11.666666666666666}","{'unitCode': 'wmoUnit:percent', 'value': 95}",3 mph,NW,"https://api.weather.gov/icons/land/night/rain,21?size=small",Slight Chance Light Rain,
1,2,,2023-11-10T02:00:00-05:00,2023-11-10T03:00:00-05:00,False,54,F,,"{'unitCode': 'wmoUnit:percent', 'value': 40}","{'unitCode': 'wmoUnit:degC', 'value': 11.11111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 94}",3 mph,N,"https://api.weather.gov/icons/land/night/rain,40?size=small",Chance Light Rain,
2,3,,2023-11-10T03:00:00-05:00,2023-11-10T04:00:00-05:00,False,53,F,,"{'unitCode': 'wmoUnit:percent', 'value': 52}","{'unitCode': 'wmoUnit:degC', 'value': 11.11111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 94}",3 mph,NE,"https://api.weather.gov/icons/land/night/rain,52?size=small",Chance Light Rain,
3,4,,2023-11-10T04:00:00-05:00,2023-11-10T05:00:00-05:00,False,53,F,,"{'unitCode': 'wmoUnit:percent', 'value': 61}","{'unitCode': 'wmoUnit:degC', 'value': 10.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 95}",3 mph,E,"https://api.weather.gov/icons/land/night/rain,61?size=small",Light Rain Likely,
4,5,,2023-11-10T05:00:00-05:00,2023-11-10T06:00:00-05:00,False,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 70}","{'unitCode': 'wmoUnit:degC', 'value': 10.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 98}",3 mph,E,"https://api.weather.gov/icons/land/night/rain,70?size=small",Light Rain Likely,
5,6,,2023-11-10T06:00:00-05:00,2023-11-10T07:00:00-05:00,True,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 70}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 97}",5 mph,E,"https://api.weather.gov/icons/land/day/rain,70?size=small",Light Rain Likely,
6,7,,2023-11-10T07:00:00-05:00,2023-11-10T08:00:00-05:00,True,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 79}","{'unitCode': 'wmoUnit:degC', 'value': 9.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 99}",6 mph,SE,"https://api.weather.gov/icons/land/day/rain,79?size=small",Light Rain,
7,8,,2023-11-10T08:00:00-05:00,2023-11-10T09:00:00-05:00,True,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 81}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 100}",5 mph,E,"https://api.weather.gov/icons/land/day/rain,81?size=small",Light Rain,
8,9,,2023-11-10T09:00:00-05:00,2023-11-10T10:00:00-05:00,True,49,F,,"{'unitCode': 'wmoUnit:percent', 'value': 84}","{'unitCode': 'wmoUnit:degC', 'value': 9.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 97}",6 mph,NE,"https://api.weather.gov/icons/land/day/rain,84?size=small",Light Rain,
9,10,,2023-11-10T10:00:00-05:00,2023-11-10T11:00:00-05:00,True,52,F,,"{'unitCode': 'wmoUnit:percent', 'value': 82}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 89}",6 mph,NE,"https://api.weather.gov/icons/land/day/rain,82?size=small",Light Rain,
10,11,,2023-11-10T11:00:00-05:00,2023-11-10T12:00:00-05:00,True,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 82}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 93}",6 mph,NE,"https://api.weather.gov/icons/land/day/rain,82?size=small",Light Rain,
11,12,,2023-11-10T12:00:00-05:00,2023-11-10T13:00:00-05:00,True,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 64}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 96}",7 mph,NE,"https://api.weather.gov/icons/land/day/rain,64?size=small",Light Rain Likely,
12,13,,2023-11-10T13:00:00-05:00,2023-11-10T14:00:00-05:00,True,49,F,,"{'unitCode': 'wmoUnit:percent', 'value': 61}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 96}",6 mph,NE,"https://api.weather.gov/icons/land/day/rain,61?size=small",Light Rain Likely,
13,14,,2023-11-10T14:00:00-05:00,2023-11-10T15:00:00-05:00,True,49,F,,"{'unitCode': 'wmoUnit:percent', 'value': 54}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 97}",7 mph,NE,"https://api.weather.gov/icons/land/day/rain,54?size=small",Chance Light Rain,
14,15,,2023-11-10T15:00:00-05:00,2023-11-10T16:00:00-05:00,True,47,F,,"{'unitCode': 'wmoUnit:percent', 'value': 47}","{'unitCode': 'wmoUnit:degC', 'value': 8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 100}",6 mph,NE,"https://api.weather.gov/icons/land/day/rain,47?size=small",Chance Light Rain,
15,16,,2023-11-10T16:00:00-05:00,2023-11-10T17:00:00-05:00,True,47,F,,"{'unitCode': 'wmoUnit:percent', 'value': 38}","{'unitCode': 'wmoUnit:degC', 'value': 8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 100}",6 mph,N,"https://api.weather.gov/icons/land/day/rain,38?size=small",Chance Light Rain,
16,17,,2023-11-10T17:00:00-05:00,2023-11-10T18:00:00-05:00,True,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 37}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 98}",5 mph,N,"https://api.weather.gov/icons/land/day/rain,37?size=small",Chance Light Rain,
17,18,,2023-11-10T18:00:00-05:00,2023-11-10T19:00:00-05:00,False,45,F,,"{'unitCode': 'wmoUnit:percent', 'value': 37}","{'unitCode': 'wmoUnit:degC', 'value': 6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 100}",5 mph,N,"https://api.weather.gov/icons/land/night/rain,37?size=small",Chance Light Rain,
18,19,,2023-11-10T19:00:00-05:00,2023-11-10T20:00:00-05:00,False,44,F,,"{'unitCode': 'wmoUnit:percent', 'value': 33}","{'unitCode': 'wmoUnit:degC', 'value': 6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 99}",5 mph,NW,"https://api.weather.gov/icons/land/night/rain,33?size=small",Chance Light Rain,
19,20,,2023-11-10T20:00:00-05:00,2023-11-10T21:00:00-05:00,False,43,F,,"{'unitCode': 'wmoUnit:percent', 'value': 28}","{'unitCode': 'wmoUnit:degC', 'value': 6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 99}",5 mph,NW,"https://api.weather.gov/icons/land/night/rain,28?size=small",Chance Light Rain,
20,21,,2023-11-10T21:00:00-05:00,2023-11-10T22:00:00-05:00,False,43,F,,"{'unitCode': 'wmoUnit:percent', 'value': 24}","{'unitCode': 'wmoUnit:degC', 'value': 5.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 98}",6 mph,NW,"https://api.weather.gov/icons/land/night/rain,24?size=small",Slight Chance Light Rain,
21,22,,2023-11-10T22:00:00-05:00,2023-11-10T23:00:00-05:00,False,42,F,,"{'unitCode': 'wmoUnit:percent', 'value': 23}","{'unitCode': 'wmoUnit:degC', 'value': 5.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 99}",6 mph,NW,"https://api.weather.gov/icons/land/night/rain,23?size=small",Slight Chance Light Rain,
22,23,,2023-11-10T23:00:00-05:00,2023-11-11T00:00:00-05:00,False,41,F,,"{'unitCode': 'wmoUnit:percent', 'value': 23}","{'unitCode': 'wmoUnit:degC', 'value': 5}","{'unitCode': 'wmoUnit:percent', 'value': 100}",6 mph,NW,"https://api.weather.gov/icons/land/night/rain,23?size=small",Slight Chance Light Rain,
23,24,,2023-11-11T00:00:00-05:00,2023-11-11T01:00:00-05:00,False,40,F,,"{'unitCode': 'wmoUnit:percent', 'value': 22}","{'unitCode': 'wmoUnit:degC', 'value': 4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 98}",6 mph,NW,"https://api.weather.gov/icons/land/night/rain,22?size=small",Slight Chance Light Rain,
24,25,,2023-11-11T01:00:00-05:00,2023-11-11T02:00:00-05:00,False,40,F,,"{'unitCode': 'wmoUnit:percent', 'value': 19}","{'unitCode': 'wmoUnit:degC', 'value': 3.888888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 95}",6 mph,NW,"https://api.weather.gov/icons/land/night/rain,19?size=small",Slight Chance Light Rain,
25,26,,2023-11-11T02:00:00-05:00,2023-11-11T03:00:00-05:00,False,39,F,,"{'unitCode': 'wmoUnit:percent', 'value': 17}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 93}",5 mph,N,"https://api.weather.gov/icons/land/night/rain,17?size=small",Slight Chance Light Rain,
26,27,,2023-11-11T03:00:00-05:00,2023-11-11T04:00:00-05:00,False,39,F,,"{'unitCode': 'wmoUnit:percent', 'value': 17}","{'unitCode': 'wmoUnit:degC', 'value': 2.2222222222222223}","{'unitCode': 'wmoUnit:percent', 'value': 90}",5 mph,N,"https://api.weather.gov/icons/land/night/rain,17?size=small",Slight Chance Light Rain,
27,28,,2023-11-11T04:00:00-05:00,2023-11-11T05:00:00-05:00,False,38,F,,"{'unitCode': 'wmoUnit:percent', 'value': 16}","{'unitCode': 'wmoUnit:degC', 'value': 1.6666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 88}",5 mph,N,"https://api.weather.gov/icons/land/night/rain,16?size=small",Slight Chance Light Rain,
28,29,,2023-11-11T05:00:00-05:00,2023-11-11T06:00:00-05:00,False,37,F,,"{'unitCode': 'wmoUnit:percent', 'value': 14}","{'unitCode': 'wmoUnit:degC', 'value': 0.5555555555555556}","{'unitCode': 'wmoUnit:percent', 'value': 87}",6 mph,N,"https://api.weather.gov/icons/land/night/bkn,14?size=small",Mostly Cloudy,
29,30,,2023-11-11T06:00:00-05:00,2023-11-11T07:00:00-05:00,True,36,F,,"{'unitCode': 'wmoUnit:percent', 'value': 12}","{'unitCode': 'wmoUnit:degC', 'value': 0}","{'unitCode': 'wmoUnit:percent', 'value': 86}",6 mph,N,"https://api.weather.gov/icons/land/day/bkn,12?size=small",Mostly Cloudy,
30,31,,2023-11-11T07:00:00-05:00,2023-11-11T08:00:00-05:00,True,36,F,,"{'unitCode': 'wmoUnit:percent', 'value': 11}","{'unitCode': 'wmoUnit:degC', 'value': 0}","{'unitCode': 'wmoUnit:percent', 'value': 83}",5 mph,N,"https://api.weather.gov/icons/land/day/bkn,11?size=small",Mostly Cloudy,
31,32,,2023-11-11T08:00:00-05:00,2023-11-11T09:00:00-05:00,True,38,F,,"{'unitCode': 'wmoUnit:percent', 'value': 11}","{'unitCode': 'wmoUnit:degC', 'value': 0}","{'unitCode': 'wmoUnit:percent', 'value': 77}",5 mph,N,"https://api.weather.gov/icons/land/day/bkn,11?size=small",Mostly Cloudy,
32,33,,2023-11-11T09:00:00-05:00,2023-11-11T10:00:00-05:00,True,41,F,,"{'unitCode': 'wmoUnit:percent', 'value': 11}","{'unitCode': 'wmoUnit:degC', 'value': 0}","{'unitCode': 'wmoUnit:percent', 'value': 70}",5 mph,NE,"https://api.weather.gov/icons/land/day/bkn,11?size=small",Mostly Cloudy,
33,34,,2023-11-11T10:00:00-05:00,2023-11-11T11:00:00-05:00,True,44,F,,"{'unitCode': 'wmoUnit:percent', 'value': 11}","{'unitCode': 'wmoUnit:degC', 'value': 0.5555555555555556}","{'unitCode': 'wmoUnit:percent', 'value': 63}",6 mph,E,"https://api.weather.gov/icons/land/day/bkn,11?size=small",Mostly Cloudy,
34,35,,2023-11-11T11:00:00-05:00,2023-11-11T12:00:00-05:00,True,47,F,,"{'unitCode': 'wmoUnit:percent', 'value': 11}","{'unitCode': 'wmoUnit:degC', 'value': 0}","{'unitCode': 'wmoUnit:percent', 'value': 57}",6 mph,E,"https://api.weather.gov/icons/land/day/bkn,11?size=small",Mostly Cloudy,
35,36,,2023-11-11T12:00:00-05:00,2023-11-11T13:00:00-05:00,True,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 11}","{'unitCode': 'wmoUnit:degC', 'value': 0}","{'unitCode': 'wmoUnit:percent', 'value': 53}",6 mph,E,"https://api.weather.gov/icons/land/day/bkn,11?size=small",Mostly Cloudy,
36,37,,2023-11-11T13:00:00-05:00,2023-11-11T14:00:00-05:00,True,49,F,,"{'unitCode': 'wmoUnit:percent', 'value': 11}","{'unitCode': 'wmoUnit:degC', 'value': -0.5555555555555556}","{'unitCode': 'wmoUnit:percent', 'value': 49}",6 mph,E,"https://api.weather.gov/icons/land/day/bkn,11?size=small",Mostly Cloudy,
37,38,,2023-11-11T14:00:00-05:00,2023-11-11T15:00:00-05:00,True,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 11}","{'unitCode': 'wmoUnit:degC', 'value': -0.5555555555555556}","{'unitCode': 'wmoUnit:percent', 'value': 48}",5 mph,E,"https://api.weather.gov/icons/land/day/bkn,11?size=small",Partly Sunny,
38,39,,2023-11-11T15:00:00-05:00,2023-11-11T16:00:00-05:00,True,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 11}","{'unitCode': 'wmoUnit:degC', 'value': -0.5555555555555556}","{'unitCode': 'wmoUnit:percent', 'value': 49}",5 mph,E,"https://api.weather.gov/icons/land/day/bkn,11?size=small",Partly Sunny,
39,40,,2023-11-11T16:00:00-05:00,2023-11-11T17:00:00-05:00,True,49,F,,"{'unitCode': 'wmoUnit:percent', 'value': 10}","{'unitCode': 'wmoUnit:degC', 'value': 0}","{'unitCode': 'wmoUnit:percent', 'value': 52}",5 mph,E,"https://api.weather.gov/icons/land/day/bkn,10?size=small",Partly Sunny,
40,41,,2023-11-11T17:00:00-05:00,2023-11-11T18:00:00-05:00,True,47,F,,"{'unitCode': 'wmoUnit:percent', 'value': 10}","{'unitCode': 'wmoUnit:degC', 'value': 0}","{'unitCode': 'wmoUnit:percent', 'value': 56}",3 mph,E,"https://api.weather.gov/icons/land/day/bkn,10?size=small",Partly Sunny,
41,42,,2023-11-11T18:00:00-05:00,2023-11-11T19:00:00-05:00,False,44,F,,"{'unitCode': 'wmoUnit:percent', 'value': 10}","{'unitCode': 'wmoUnit:degC', 'value': 0}","{'unitCode': 'wmoUnit:percent', 'value': 62}",2 mph,E,"https://api.weather.gov/icons/land/night/bkn,10?size=small",Mostly Cloudy,
