,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp,windDirection_x,windDirection_y,windSpeed_knots
0,10,-3.3333333333333335,76,33,5,2023-11-12 12:00:00+00:00,0.0,1.0,4
1,2,-2.2222222222222223,81,33,6,2023-11-12 13:00:00+00:00,0.7071067811865476,0.7071067811865476,5
2,2,-1.6666666666666667,83,34,6,2023-11-12 14:00:00+00:00,0.7071067811865476,0.7071067811865476,5
3,2,-0.5555555555555556,75,38,6,2023-11-12 15:00:00+00:00,1.0,0.0,5
4,2,0.0,66,42,6,2023-11-12 16:00:00+00:00,1.0,0.0,5
5,2,0.0,54,47,6,2023-11-12 17:00:00+00:00,1.0,0.0,5
6,0,0.5555555555555556,50,50,6,2023-11-12 18:00:00+00:00,1.0,0.0,5
7,0,0.5555555555555556,48,52,5,2023-11-12 19:00:00+00:00,1.0,0.0,4
8,0,1.1111111111111112,47,54,5,2023-11-12 20:00:00+00:00,1.0,0.0,4
9,0,1.1111111111111112,49,53,5,2023-11-12 21:00:00+00:00,1.0,0.0,4
10,0,1.6666666666666667,52,52,6,2023-11-12 22:00:00+00:00,0.7071067811865476,-0.7071067811865476,5
11,0,1.1111111111111112,56,49,6,2023-11-12 23:00:00+00:00,1.0,0.0,5
12,0,1.1111111111111112,68,44,6,2023-11-13 00:00:00+00:00,1.0,0.0,5
13,0,1.1111111111111112,76,41,5,2023-11-13 01:00:00+00:00,1.0,0.0,4
14,0,1.1111111111111112,80,39,0,2023-11-13 02:00:00+00:00,1.0,0.0,0
15,0,0.5555555555555556,83,38,3,2023-11-13 03:00:00+00:00,1.0,0.0,3
16,0,0.5555555555555556,86,37,0,2023-11-13 04:00:00+00:00,1.0,0.0,0
17,0,0.5555555555555556,90,36,0,2023-11-13 05:00:00+00:00,1.0,0.0,0
18,0,0.0,90,35,0,2023-11-13 06:00:00+00:00,1.0,0.0,0
