,windDirection,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp
0,0,1,1.6666666666666667,92,37,5,2023-11-11 12:00:00+00:00
1,0,0,0.5555555555555556,86,37,5,2023-11-11 13:00:00+00:00
2,0,0,0.5555555555555556,79,38,6,2023-11-11 14:00:00+00:00
3,0,0,0.0,73,40,7,2023-11-11 15:00:00+00:00
4,0,0,0.0,62,44,7,2023-11-11 16:00:00+00:00
5,0,0,-0.5555555555555556,53,47,6,2023-11-11 17:00:00+00:00
6,45,0,-1.1111111111111112,47,49,6,2023-11-11 18:00:00+00:00
7,45,0,-1.6666666666666667,42,51,5,2023-11-11 19:00:00+00:00
8,45,0,-2.2222222222222223,40,52,5,2023-11-11 20:00:00+00:00
9,45,0,-2.2222222222222223,41,51,5,2023-11-11 21:00:00+00:00
10,45,0,-1.6666666666666667,43,50,5,2023-11-11 22:00:00+00:00
11,45,0,-1.1111111111111112,50,47,5,2023-11-11 23:00:00+00:00
12,90,0,-1.1111111111111112,59,44,5,2023-11-12 00:00:00+00:00
13,45,0,-0.5555555555555556,66,42,5,2023-11-12 01:00:00+00:00
14,90,0,0.0,73,39,2,2023-11-12 02:00:00+00:00
15,90,0,0.0,75,39,5,2023-11-12 03:00:00+00:00
16,90,0,-0.5555555555555556,78,38,5,2023-11-12 04:00:00+00:00
17,90,0,-0.5555555555555556,78,37,5,2023-11-12 05:00:00+00:00
18,90,0,-1.1111111111111112,78,36,2,2023-11-12 06:00:00+00:00
19,90,8,-1.1111111111111112,77,36,6,2023-11-12 07:00:00+00:00
20,90,8,-1.1111111111111112,78,36,6,2023-11-12 08:00:00+00:00
21,90,8,-1.1111111111111112,77,36,6,2023-11-12 09:00:00+00:00
22,90,10,-1.1111111111111112,79,36,6,2023-11-12 10:00:00+00:00
23,90,6,-1.1111111111111112,80,36,5,2023-11-12 11:00:00+00:00
24,90,13,-1.1111111111111112,85,34,6,2023-11-12 12:00:00+00:00
25,45,23,-0.5555555555555556,85,35,2,2023-11-12 13:00:00+00:00
26,45,21,0.0,84,36,2,2023-11-12 14:00:00+00:00
27,90,20,1.1111111111111112,79,39,3,2023-11-12 15:00:00+00:00
28,90,18,1.1111111111111112,74,42,3,2023-11-12 16:00:00+00:00
29,180,14,1.6666666666666667,67,45,5,2023-11-12 17:00:00+00:00
30,270,11,1.6666666666666667,60,48,5,2023-11-12 18:00:00+00:00
31,270,7,1.1111111111111112,56,49,5,2023-11-12 19:00:00+00:00
32,270,7,1.1111111111111112,54,50,6,2023-11-12 20:00:00+00:00
33,270,7,1.6666666666666667,55,50,6,2023-11-12 21:00:00+00:00
34,225,7,1.6666666666666667,58,49,5,2023-11-12 22:00:00+00:00
35,225,5,1.6666666666666667,63,47,5,2023-11-12 23:00:00+00:00
36,180,2,1.6666666666666667,71,44,3,2023-11-13 00:00:00+00:00
37,180,0,1.6666666666666667,79,41,2,2023-11-13 01:00:00+00:00
38,180,0,1.6666666666666667,83,40,1,2023-11-13 02:00:00+00:00
39,180,0,1.6666666666666667,86,39,1,2023-11-13 03:00:00+00:00
40,180,0,1.6666666666666667,87,38,0,2023-11-13 04:00:00+00:00
41,180,0,1.1111111111111112,89,37,0,2023-11-13 05:00:00+00:00
42,180,0,1.1111111111111112,90,37,0,2023-11-13 06:00:00+00:00
43,225,0,1.1111111111111112,90,36,0,2023-11-13 07:00:00+00:00
44,225,0,0.5555555555555556,91,36,1,2023-11-13 08:00:00+00:00
