,windDirection,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp
0,S,0,-11.11111111111111,26,45,5,2023-11-02 21:00:00+00:00
1,SW,0,-10.555555555555555,28,44,6,2023-11-02 22:00:00+00:00
2,SW,0,-10.0,33,40,3,2023-11-02 23:00:00+00:00
3,SW,0,-9.444444444444445,42,36,2,2023-11-03 00:00:00+00:00
4,SW,0,-9.444444444444445,40,37,1,2023-11-03 01:00:00+00:00
5,S,0,-8.88888888888889,44,36,1,2023-11-03 02:00:00+00:00
6,S,0,-8.333333333333334,49,34,0,2023-11-03 03:00:00+00:00
7,S,0,-7.777777777777778,53,33,0,2023-11-03 04:00:00+00:00
8,S,0,-7.777777777777778,55,32,0,2023-11-03 05:00:00+00:00
9,S,0,-8.333333333333334,56,31,0,2023-11-03 06:00:00+00:00
10,SW,0,-8.333333333333334,59,30,0,2023-11-03 07:00:00+00:00
11,SW,0,-8.333333333333334,60,29,0,2023-11-03 08:00:00+00:00
