,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-11-04T06:00:00-04:00,2023-11-04T07:00:00-04:00,True,33,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 56}",6 mph,NW,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
1,2,,2023-11-04T07:00:00-04:00,2023-11-04T08:00:00-04:00,True,32,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 60}",7 mph,NW,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
2,3,,2023-11-04T08:00:00-04:00,2023-11-04T09:00:00-04:00,True,33,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 53}",7 mph,NW,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
3,4,,2023-11-04T09:00:00-04:00,2023-11-04T10:00:00-04:00,True,36,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 51}",8 mph,NW,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
4,5,,2023-11-04T10:00:00-04:00,2023-11-04T11:00:00-04:00,True,43,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 40}",9 mph,NW,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
5,6,,2023-11-04T11:00:00-04:00,2023-11-04T12:00:00-04:00,True,49,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 32}",9 mph,NW,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
6,7,,2023-11-04T12:00:00-04:00,2023-11-04T13:00:00-04:00,True,54,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 27}",9 mph,NW,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
7,8,,2023-11-04T13:00:00-04:00,2023-11-04T14:00:00-04:00,True,56,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 25}",9 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
8,9,,2023-11-04T14:00:00-04:00,2023-11-04T15:00:00-04:00,True,58,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': -6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 23}",7 mph,W,"https://api.weather.gov/icons/land/day/few,1?size=small",Sunny,
9,10,,2023-11-04T15:00:00-04:00,2023-11-04T16:00:00-04:00,True,59,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': -5.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 23}",7 mph,W,"https://api.weather.gov/icons/land/day/skc,1?size=small",Sunny,
10,11,,2023-11-04T16:00:00-04:00,2023-11-04T17:00:00-04:00,True,58,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': -5}","{'unitCode': 'wmoUnit:percent', 'value': 25}",6 mph,W,"https://api.weather.gov/icons/land/day/skc,1?size=small",Sunny,
11,12,,2023-11-04T17:00:00-04:00,2023-11-04T18:00:00-04:00,True,57,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': -5}","{'unitCode': 'wmoUnit:percent', 'value': 27}",5 mph,W,"https://api.weather.gov/icons/land/day/skc,1?size=small",Sunny,
