,windDirection,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp
0,"(-0.7071067811865476, 0.7071067811865476)",5,-6.666666666666667,65,30,23,2023-11-01 08:00:00+00:00
1,"(-0.7071067811865476, 0.7071067811865476)",5,-7.777777777777778,63,29,23,2023-11-01 09:00:00+00:00
2,"(-0.7071067811865476, 0.7071067811865476)",5,-9.444444444444445,60,28,24,2023-11-01 10:00:00+00:00
3,"(-0.7071067811865476, 0.7071067811865476)",5,-10.0,57,27,23,2023-11-01 11:00:00+00:00
4,"(-0.7071067811865476, 0.7071067811865476)",5,-10.555555555555555,55,27,23,2023-11-01 12:00:00+00:00
5,"(-0.7071067811865476, 0.7071067811865476)",4,-11.11111111111111,52,27,23,2023-11-01 13:00:00+00:00
6,"(-0.7071067811865476, 0.7071067811865476)",2,-10.555555555555555,61,25,23,2023-11-01 14:00:00+00:00
7,"(-0.7071067811865476, 0.7071067811865476)",1,-10.0,68,24,23,2023-11-01 15:00:00+00:00
8,"(-0.7071067811865476, 0.7071067811865476)",1,-10.0,60,26,21,2023-11-01 16:00:00+00:00
9,"(-0.7071067811865476, 0.7071067811865476)",1,-10.0,53,29,20,2023-11-01 17:00:00+00:00
10,"(-0.7071067811865476, 0.7071067811865476)",1,-10.555555555555555,47,31,18,2023-11-01 18:00:00+00:00
11,"(-0.7071067811865476, 0.7071067811865476)",1,-10.555555555555555,42,33,18,2023-11-01 19:00:00+00:00
12,"(-0.7071067811865476, 0.7071067811865476)",1,-11.11111111111111,40,34,17,2023-11-01 20:00:00+00:00
13,"(-0.7071067811865476, 0.7071067811865476)",1,-10.555555555555555,40,35,16,2023-11-01 21:00:00+00:00
14,"(-0.7071067811865476, 0.7071067811865476)",1,-10.555555555555555,40,34,16,2023-11-01 22:00:00+00:00
15,"(-0.7071067811865476, 0.7071067811865476)",1,-11.11111111111111,42,32,14,2023-11-01 23:00:00+00:00
16,"(-0.7071067811865476, 0.7071067811865476)",1,-11.11111111111111,47,30,13,2023-11-02 00:00:00+00:00
17,"(-0.7071067811865476, 0.7071067811865476)",0,-11.11111111111111,51,28,12,2023-11-02 01:00:00+00:00
18,"(-0.7071067811865476, 0.7071067811865476)",0,-11.11111111111111,53,27,9,2023-11-02 02:00:00+00:00
19,"(-0.7071067811865476, 0.7071067811865476)",0,-11.11111111111111,54,26,8,2023-11-02 03:00:00+00:00
20,"(-0.7071067811865476, 0.7071067811865476)",0,-11.11111111111111,57,25,6,2023-11-02 04:00:00+00:00
21,"(-0.7071067811865476, 0.7071067811865476)",0,-11.11111111111111,60,24,6,2023-11-02 05:00:00+00:00
22,"(-0.7071067811865476, 0.7071067811865476)",0,-11.11111111111111,62,23,6,2023-11-02 06:00:00+00:00
23,"(-0.7071067811865476, 0.7071067811865476)",0,-11.11111111111111,65,22,5,2023-11-02 07:00:00+00:00
24,"(-0.7071067811865476, 0.7071067811865476)",0,-11.11111111111111,66,21,3,2023-11-02 08:00:00+00:00
25,"(-0.7071067811865476, 0.7071067811865476)",0,-11.666666666666666,65,21,3,2023-11-02 09:00:00+00:00
26,"(-0.7071067811865476, 0.7071067811865476)",0,-12.222222222222221,62,21,3,2023-11-02 10:00:00+00:00
27,"(-0.7071067811865476, 0.7071067811865476)",0,-12.777777777777779,59,21,1,2023-11-02 11:00:00+00:00
28,"(-0.7071067811865476, 0.7071067811865476)",0,-13.333333333333334,58,21,2,2023-11-02 12:00:00+00:00
29,"(-0.7071067811865476, -0.7071067811865476)",0,-13.88888888888889,55,21,1,2023-11-02 13:00:00+00:00
30,"(-0.7071067811865476, -0.7071067811865476)",0,-12.777777777777779,53,25,1,2023-11-02 14:00:00+00:00
31,"(0, -1)",0,-11.11111111111111,44,32,2,2023-11-02 15:00:00+00:00
32,"(0, -1)",0,-11.11111111111111,37,36,5,2023-11-02 16:00:00+00:00
33,"(0, -1)",0,-11.11111111111111,33,39,6,2023-11-02 17:00:00+00:00
34,"(0, -1)",0,-11.11111111111111,29,42,6,2023-11-02 18:00:00+00:00
35,"(0, -1)",0,-11.11111111111111,26,44,6,2023-11-02 19:00:00+00:00
36,"(0, -1)",0,-11.11111111111111,26,46,6,2023-11-02 20:00:00+00:00
37,"(0, -1)",0,-10.0,25,47,6,2023-11-02 21:00:00+00:00
38,"(0, -1)",0,-10.0,27,46,5,2023-11-02 22:00:00+00:00
39,"(0, -1)",0,-9.444444444444445,30,44,2,2023-11-02 23:00:00+00:00
40,"(0, -1)",0,-8.333333333333334,36,42,1,2023-11-03 00:00:00+00:00
41,"(0, -1)",0,-7.777777777777778,41,39,0,2023-11-03 01:00:00+00:00
42,"(0, -1)",0,-7.222222222222222,46,38,1,2023-11-03 02:00:00+00:00
43,"(0, -1)",0,-7.222222222222222,48,36,2,2023-11-03 03:00:00+00:00
44,"(0, -1)",0,-7.777777777777778,50,35,5,2023-11-03 04:00:00+00:00
45,"(0, -1)",0,-7.777777777777778,51,34,5,2023-11-03 05:00:00+00:00
46,"(-0.7071067811865476, -0.7071067811865476)",0,-7.777777777777778,52,34,5,2023-11-03 06:00:00+00:00
47,"(-0.7071067811865476, -0.7071067811865476)",0,-7.777777777777778,54,32,5,2023-11-03 07:00:00+00:00
48,"(-0.7071067811865476, -0.7071067811865476)",0,-7.777777777777778,55,32,5,2023-11-03 08:00:00+00:00
49,"(-1, 0)",0,-8.333333333333334,56,31,3,2023-11-03 09:00:00+00:00
50,"(-1, 0)",0,-8.333333333333334,56,30,3,2023-11-03 10:00:00+00:00
51,"(-1, 0)",0,-8.88888888888889,56,30,3,2023-11-03 11:00:00+00:00
52,"(-1, 0)",0,-9.444444444444445,55,29,3,2023-11-03 12:00:00+00:00
53,"(-0.7071067811865476, 0.7071067811865476)",0,-9.444444444444445,54,29,3,2023-11-03 13:00:00+00:00
54,"(-1, 0)",0,-8.88888888888889,48,34,3,2023-11-03 14:00:00+00:00
55,"(-0.7071067811865476, -0.7071067811865476)",0,-7.222222222222222,44,39,5,2023-11-03 15:00:00+00:00
56,"(0, -1)",0,-6.111111111111111,40,43,5,2023-11-03 16:00:00+00:00
57,"(0, -1)",0,-5.555555555555555,38,46,6,2023-11-03 17:00:00+00:00
58,"(0, -1)",0,-5.555555555555555,35,49,7,2023-11-03 18:00:00+00:00
59,"(0, -1)",0,-5.0,33,52,7,2023-11-03 19:00:00+00:00
60,"(0, -1)",0,-4.444444444444445,33,53,8,2023-11-03 20:00:00+00:00
61,"(0, -1)",0,-3.888888888888889,33,54,8,2023-11-03 21:00:00+00:00
62,"(0, -1)",0,-3.3333333333333335,34,53,8,2023-11-03 22:00:00+00:00
63,"(0, -1)",0,-3.3333333333333335,37,51,7,2023-11-03 23:00:00+00:00
64,"(0, -1)",0,-3.888888888888889,40,48,6,2023-11-04 00:00:00+00:00
65,"(0, -1)",0,-4.444444444444445,42,46,6,2023-11-04 01:00:00+00:00
66,"(0, -1)",0,-5.0,43,44,6,2023-11-04 02:00:00+00:00
67,"(-0.7071067811865476, -0.7071067811865476)",0,-5.0,45,42,6,2023-11-04 03:00:00+00:00
68,"(-0.7071067811865476, -0.7071067811865476)",0,-5.555555555555555,46,41,6,2023-11-04 04:00:00+00:00
69,"(-0.7071067811865476, -0.7071067811865476)",0,-5.555555555555555,47,40,6,2023-11-04 05:00:00+00:00
70,"(-0.7071067811865476, -0.7071067811865476)",0,-6.111111111111111,48,39,6,2023-11-04 06:00:00+00:00
71,"(-1, 0)",0,-6.111111111111111,49,38,6,2023-11-04 07:00:00+00:00
72,"(-1, 0)",0,-6.111111111111111,50,38,6,2023-11-04 08:00:00+00:00
73,"(-1, 0)",0,-6.111111111111111,51,37,6,2023-11-04 09:00:00+00:00
74,"(-1, 0)",0,-6.666666666666667,52,36,6,2023-11-04 10:00:00+00:00
75,"(-1, 0)",0,-7.222222222222222,52,35,6,2023-11-04 11:00:00+00:00
76,"(-0.7071067811865476, 0.7071067811865476)",0,-7.777777777777778,52,34,6,2023-11-04 12:00:00+00:00
77,"(-0.7071067811865476, 0.7071067811865476)",0,-7.777777777777778,50,35,6,2023-11-04 13:00:00+00:00
78,"(-0.7071067811865476, 0.7071067811865476)",0,-6.666666666666667,45,39,7,2023-11-04 14:00:00+00:00
79,"(-1, 0)",0,-5.555555555555555,42,44,7,2023-11-04 15:00:00+00:00
80,"(-1, 0)",0,-3.888888888888889,39,49,7,2023-11-04 16:00:00+00:00
81,"(-1, 0)",0,-3.3333333333333335,36,52,7,2023-11-04 17:00:00+00:00
82,"(-0.7071067811865476, -0.7071067811865476)",0,-3.3333333333333335,33,54,7,2023-11-04 18:00:00+00:00
83,"(-0.7071067811865476, -0.7071067811865476)",0,-2.7777777777777777,31,57,8,2023-11-04 19:00:00+00:00
84,"(-0.7071067811865476, -0.7071067811865476)",0,-2.2222222222222223,31,58,8,2023-11-04 20:00:00+00:00
85,"(-0.7071067811865476, -0.7071067811865476)",0,-1.1111111111111112,32,60,8,2023-11-04 21:00:00+00:00
86,"(0, -1)",0,-0.5555555555555556,34,59,9,2023-11-04 22:00:00+00:00
87,"(-0.7071067811865476, -0.7071067811865476)",0,-0.5555555555555556,37,57,8,2023-11-04 23:00:00+00:00
88,"(-1, 0)",0,-1.1111111111111112,40,54,7,2023-11-05 00:00:00+00:00
89,"(-1, 0)",0,-1.6666666666666667,42,52,7,2023-11-05 01:00:00+00:00
90,"(-1, 0)",0,-1.6666666666666667,44,50,6,2023-11-05 02:00:00+00:00
91,"(-1, 0)",0,-1.6666666666666667,47,48,6,2023-11-05 03:00:00+00:00
92,"(-1, 0)",0,-1.6666666666666667,50,47,6,2023-11-05 04:00:00+00:00
93,"(-1, 0)",0,-1.1111111111111112,53,46,6,2023-11-05 05:00:00+00:00
94,"(-1, 0)",0,-1.1111111111111112,56,45,6,2023-11-05 06:00:00+00:00
95,"(-1, 0)",2,-0.5555555555555556,60,44,6,2023-11-05 07:00:00+00:00
96,"(-1, 0)",2,-0.5555555555555556,62,43,6,2023-11-05 08:00:00+00:00
97,"(-1, 0)",2,-0.5555555555555556,64,43,6,2023-11-05 09:00:00+00:00
98,"(-1, 0)",2,-0.5555555555555556,66,42,6,2023-11-05 10:00:00+00:00
99,"(-1, 0)",2,-0.5555555555555556,69,41,7,2023-11-05 11:00:00+00:00
100,"(-1, 0)",2,0.0,72,40,7,2023-11-05 12:00:00+00:00
101,"(-1, 0)",4,0.0,74,40,7,2023-11-05 13:00:00+00:00
102,"(-1, 0)",4,1.6666666666666667,71,44,8,2023-11-05 14:00:00+00:00
103,"(-1, 0)",4,3.3333333333333335,68,48,8,2023-11-05 15:00:00+00:00
104,"(-1, 0)",4,4.444444444444445,66,52,9,2023-11-05 16:00:00+00:00
105,"(-1, 0)",4,5.0,63,54,9,2023-11-05 17:00:00+00:00
106,"(-1, 0)",4,5.555555555555555,58,56,10,2023-11-05 18:00:00+00:00
107,"(-1, 0)",4,5.555555555555555,53,58,10,2023-11-05 19:00:00+00:00
108,"(-1, 0)",4,5.555555555555555,53,59,10,2023-11-05 20:00:00+00:00
109,"(-1, 0)",4,6.111111111111111,52,60,10,2023-11-05 21:00:00+00:00
110,"(-1, 0)",4,6.111111111111111,53,60,10,2023-11-05 22:00:00+00:00
111,"(-1, 0)",4,5.555555555555555,56,58,9,2023-11-05 23:00:00+00:00
112,"(-1, 0)",4,5.555555555555555,60,55,8,2023-11-06 00:00:00+00:00
113,"(-1, 0)",4,5.0,63,53,8,2023-11-06 01:00:00+00:00
114,"(-1, 0)",4,5.0,66,52,7,2023-11-06 02:00:00+00:00
115,"(-1, 0)",4,5.0,69,50,7,2023-11-06 03:00:00+00:00
116,"(-1, 0)",4,4.444444444444445,71,49,7,2023-11-06 04:00:00+00:00
117,"(-1, 0)",4,4.444444444444445,72,48,7,2023-11-06 05:00:00+00:00
118,"(-1, 0)",4,3.888888888888889,72,48,8,2023-11-06 06:00:00+00:00
119,"(-1, 0)",6,3.888888888888889,73,47,8,2023-11-06 07:00:00+00:00
120,"(-1, 0)",6,3.888888888888889,75,46,8,2023-11-06 08:00:00+00:00
121,"(-1, 0)",6,3.888888888888889,77,46,8,2023-11-06 09:00:00+00:00
122,"(-1, 0)",6,3.888888888888889,79,45,8,2023-11-06 10:00:00+00:00
123,"(-1, 0)",6,3.3333333333333335,80,44,7,2023-11-06 11:00:00+00:00
124,"(-1, 0)",6,3.3333333333333335,83,43,7,2023-11-06 12:00:00+00:00
125,"(-1, 0)",5,3.3333333333333335,82,43,7,2023-11-06 13:00:00+00:00
126,"(-1, 0)",5,4.444444444444445,76,46,8,2023-11-06 14:00:00+00:00
