,windDirection,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp
0,W,0,9.444444444444445,53,66,13,2023-11-07 21:00:00+00:00
1,W,0,8.88888888888889,55,65,12,2023-11-07 22:00:00+00:00
2,W,0,8.88888888888889,57,63,10,2023-11-07 23:00:00+00:00
3,W,0,8.88888888888889,60,62,9,2023-11-08 00:00:00+00:00
4,W,0,8.88888888888889,66,59,8,2023-11-08 01:00:00+00:00
5,W,0,8.88888888888889,69,58,8,2023-11-08 02:00:00+00:00
6,W,0,8.333333333333334,72,56,9,2023-11-08 03:00:00+00:00
7,W,1,8.333333333333334,75,55,9,2023-11-08 04:00:00+00:00
8,W,2,8.88888888888889,79,54,9,2023-11-08 05:00:00+00:00
9,W,2,8.88888888888889,82,54,9,2023-11-08 06:00:00+00:00
10,W,2,8.88888888888889,86,52,9,2023-11-08 07:00:00+00:00
11,W,2,8.88888888888889,86,52,8,2023-11-08 08:00:00+00:00
