,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-11-21T23:00:00-05:00,2023-11-22T00:00:00-05:00,False,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 33}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 95}",7 mph,W,"https://api.weather.gov/icons/land/night/rain,33?size=small",Chance Light Rain,
1,2,,2023-11-22T00:00:00-05:00,2023-11-22T01:00:00-05:00,False,45,F,,"{'unitCode': 'wmoUnit:percent', 'value': 17}","{'unitCode': 'wmoUnit:degC', 'value': 6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 96}",9 mph,W,"https://api.weather.gov/icons/land/night/rain,17?size=small",Patchy Fog,
2,3,,2023-11-22T01:00:00-05:00,2023-11-22T02:00:00-05:00,False,44,F,,"{'unitCode': 'wmoUnit:percent', 'value': 18}","{'unitCode': 'wmoUnit:degC', 'value': 6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 96}",9 mph,W,"https://api.weather.gov/icons/land/night/rain,18?size=small",Slight Chance Light Rain,
3,4,,2023-11-22T02:00:00-05:00,2023-11-22T03:00:00-05:00,False,44,F,,"{'unitCode': 'wmoUnit:percent', 'value': 15}","{'unitCode': 'wmoUnit:degC', 'value': 6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 95}",10 mph,W,"https://api.weather.gov/icons/land/night/rain,15?size=small",Slight Chance Light Rain,
4,5,,2023-11-22T03:00:00-05:00,2023-11-22T04:00:00-05:00,False,43,F,,"{'unitCode': 'wmoUnit:percent', 'value': 12}","{'unitCode': 'wmoUnit:degC', 'value': 5.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 95}",10 mph,W,"https://api.weather.gov/icons/land/night/ovc,12?size=small",Cloudy,
5,6,,2023-11-22T04:00:00-05:00,2023-11-22T05:00:00-05:00,False,42,F,,"{'unitCode': 'wmoUnit:percent', 'value': 10}","{'unitCode': 'wmoUnit:degC', 'value': 5}","{'unitCode': 'wmoUnit:percent', 'value': 96}",10 mph,W,"https://api.weather.gov/icons/land/night/ovc,10?size=small",Cloudy,
6,7,,2023-11-22T05:00:00-05:00,2023-11-22T06:00:00-05:00,False,42,F,,"{'unitCode': 'wmoUnit:percent', 'value': 9}","{'unitCode': 'wmoUnit:degC', 'value': 4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 95}",10 mph,NW,"https://api.weather.gov/icons/land/night/ovc,9?size=small",Cloudy,
7,8,,2023-11-22T06:00:00-05:00,2023-11-22T07:00:00-05:00,True,41,F,,"{'unitCode': 'wmoUnit:percent', 'value': 9}","{'unitCode': 'wmoUnit:degC', 'value': 4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 95}",10 mph,NW,"https://api.weather.gov/icons/land/day/ovc,9?size=small",Cloudy,
8,9,,2023-11-22T07:00:00-05:00,2023-11-22T08:00:00-05:00,True,41,F,,"{'unitCode': 'wmoUnit:percent', 'value': 9}","{'unitCode': 'wmoUnit:degC', 'value': 4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 96}",12 mph,NW,"https://api.weather.gov/icons/land/day/bkn,9?size=small",Mostly Cloudy,
9,10,,2023-11-22T08:00:00-05:00,2023-11-22T09:00:00-05:00,True,42,F,,"{'unitCode': 'wmoUnit:percent', 'value': 9}","{'unitCode': 'wmoUnit:degC', 'value': 4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 93}",12 mph,NW,"https://api.weather.gov/icons/land/day/bkn,9?size=small",Mostly Cloudy,
