,windDirection,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp
0,NW,10,5.555555555555555,93,44,16,2023-10-31 04:00:00+00:00
1,NW,12,5.0,99,42,14,2023-10-31 05:00:00+00:00
2,NW,14,5.0,98,41,13,2023-10-31 06:00:00+00:00
3,NW,22,4.444444444444445,99,40,13,2023-10-31 07:00:00+00:00
4,NW,20,4.444444444444445,98,40,12,2023-10-31 08:00:00+00:00
5,NW,22,3.888888888888889,98,40,12,2023-10-31 09:00:00+00:00
6,NW,25,3.888888888888889,99,39,9,2023-10-31 10:00:00+00:00
7,NW,24,3.3333333333333335,98,39,7,2023-10-31 11:00:00+00:00
8,NW,28,3.3333333333333335,100,38,6,2023-10-31 12:00:00+00:00
9,NW,19,3.3333333333333335,100,38,5,2023-10-31 13:00:00+00:00
10,N,18,3.3333333333333335,97,38,5,2023-10-31 14:00:00+00:00
11,N,18,3.3333333333333335,97,39,5,2023-10-31 15:00:00+00:00
