,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp,windDirection_x,windDirection_y,windSpeed_knots
0,0,11.11111111111111,57,68,5,2023-10-27 21:00:00+00:00,-1.0,0.0,4
1,6,11.11111111111111,60,67,5,2023-10-27 22:00:00+00:00,-1.0,0.0,4
2,4,11.666666666666666,65,65,3,2023-10-27 23:00:00+00:00,-1.0,0.0,3
3,0,11.666666666666666,73,62,3,2023-10-28 00:00:00+00:00,-1.0,0.0,3
4,0,12.222222222222221,72,63,2,2023-10-28 01:00:00+00:00,-1.0,0.0,2
5,0,11.666666666666666,74,62,2,2023-10-28 02:00:00+00:00,-1.0,0.0,2
6,0,11.666666666666666,77,60,3,2023-10-28 03:00:00+00:00,-1.0,0.0,3
7,0,11.666666666666666,79,59,3,2023-10-28 04:00:00+00:00,-1.0,0.0,3
8,0,11.11111111111111,80,58,5,2023-10-28 05:00:00+00:00,-1.0,0.0,4
9,0,11.11111111111111,81,58,5,2023-10-28 06:00:00+00:00,-1.0,0.0,4
10,0,11.11111111111111,83,57,6,2023-10-28 07:00:00+00:00,-1.0,0.0,5
11,0,11.11111111111111,85,56,6,2023-10-28 08:00:00+00:00,-1.0,0.0,5
12,0,11.11111111111111,87,56,7,2023-10-28 09:00:00+00:00,-1.0,0.0,6
13,0,11.11111111111111,89,55,7,2023-10-28 10:00:00+00:00,-1.0,0.0,6
14,0,11.11111111111111,92,54,8,2023-10-28 11:00:00+00:00,-1.0,0.0,7
15,0,11.11111111111111,95,54,8,2023-10-28 12:00:00+00:00,-0.7071067811865476,0.7071067811865476,7
16,0,11.666666666666666,96,54,9,2023-10-28 13:00:00+00:00,-0.7071067811865476,0.7071067811865476,8
17,0,12.222222222222221,89,57,9,2023-10-28 14:00:00+00:00,-0.7071067811865476,0.7071067811865476,8
18,0,12.777777777777779,82,60,9,2023-10-28 15:00:00+00:00,-0.7071067811865476,0.7071067811865476,8
19,0,13.333333333333334,77,64,9,2023-10-28 16:00:00+00:00,-0.7071067811865476,0.7071067811865476,8
20,0,13.88888888888889,73,66,9,2023-10-28 17:00:00+00:00,-0.7071067811865476,0.7071067811865476,8
21,0,13.88888888888889,69,67,8,2023-10-28 18:00:00+00:00,-1.0,0.0,7
22,0,13.88888888888889,65,69,7,2023-10-28 19:00:00+00:00,-1.0,0.0,6
23,0,13.88888888888889,64,70,7,2023-10-28 20:00:00+00:00,-1.0,0.0,6
24,0,14.444444444444445,63,71,6,2023-10-28 21:00:00+00:00,-1.0,0.0,5
25,0,14.444444444444445,64,70,6,2023-10-28 22:00:00+00:00,-1.0,0.0,5
26,0,14.444444444444445,68,69,3,2023-10-28 23:00:00+00:00,-1.0,0.0,3
27,0,14.444444444444445,73,67,1,2023-10-29 00:00:00+00:00,-1.0,0.0,1
28,0,13.88888888888889,76,65,1,2023-10-29 01:00:00+00:00,-1.0,0.0,1
29,0,13.88888888888889,78,64,1,2023-10-29 02:00:00+00:00,-1.0,0.0,1
30,0,13.333333333333334,80,62,2,2023-10-29 03:00:00+00:00,-0.7071067811865476,-0.7071067811865476,2
31,1,13.333333333333334,81,62,3,2023-10-29 04:00:00+00:00,-0.7071067811865476,-0.7071067811865476,3
32,1,12.777777777777779,82,61,3,2023-10-29 05:00:00+00:00,0.0,-1.0,3
33,1,12.777777777777779,82,60,3,2023-10-29 06:00:00+00:00,0.0,-1.0,3
34,1,12.222222222222221,83,59,5,2023-10-29 07:00:00+00:00,-0.7071067811865476,-0.7071067811865476,4
35,1,12.222222222222221,84,59,5,2023-10-29 08:00:00+00:00,-0.7071067811865476,-0.7071067811865476,4
36,1,12.222222222222221,86,58,5,2023-10-29 09:00:00+00:00,-0.7071067811865476,-0.7071067811865476,4
37,0,12.222222222222221,86,58,5,2023-10-29 10:00:00+00:00,-0.7071067811865476,-0.7071067811865476,4
38,0,11.666666666666666,88,57,5,2023-10-29 11:00:00+00:00,-0.7071067811865476,-0.7071067811865476,4
39,0,11.666666666666666,89,56,5,2023-10-29 12:00:00+00:00,-1.0,0.0,4
40,0,11.666666666666666,88,56,5,2023-10-29 13:00:00+00:00,-1.0,0.0,4
41,0,12.222222222222221,83,59,5,2023-10-29 14:00:00+00:00,-1.0,0.0,4
42,0,12.777777777777779,79,61,5,2023-10-29 15:00:00+00:00,-1.0,0.0,4
43,0,13.333333333333334,75,64,6,2023-10-29 16:00:00+00:00,-1.0,0.0,5
44,0,13.333333333333334,71,65,7,2023-10-29 17:00:00+00:00,-1.0,0.0,6
45,0,12.777777777777779,65,67,6,2023-10-29 18:00:00+00:00,-1.0,0.0,5
46,2,12.222222222222221,61,68,7,2023-10-29 19:00:00+00:00,-1.0,0.0,6
47,2,12.222222222222221,59,69,7,2023-10-29 20:00:00+00:00,-1.0,0.0,6
48,2,12.222222222222221,59,69,7,2023-10-29 21:00:00+00:00,-1.0,0.0,6
49,2,12.777777777777779,60,69,7,2023-10-29 22:00:00+00:00,-1.0,0.0,6
50,2,12.777777777777779,64,67,6,2023-10-29 23:00:00+00:00,-1.0,0.0,5
51,2,12.777777777777779,68,65,6,2023-10-30 00:00:00+00:00,-1.0,0.0,5
52,4,12.777777777777779,73,64,5,2023-10-30 01:00:00+00:00,-1.0,0.0,4
53,4,12.777777777777779,76,62,5,2023-10-30 02:00:00+00:00,-1.0,0.0,4
54,4,12.777777777777779,79,61,5,2023-10-30 03:00:00+00:00,-1.0,0.0,4
55,4,12.777777777777779,80,61,5,2023-10-30 04:00:00+00:00,-1.0,0.0,4
56,4,12.222222222222221,82,60,5,2023-10-30 05:00:00+00:00,-1.0,0.0,4
57,4,12.222222222222221,83,59,5,2023-10-30 06:00:00+00:00,-1.0,0.0,4
58,7,12.222222222222221,84,59,5,2023-10-30 07:00:00+00:00,-1.0,0.0,4
59,7,12.777777777777779,88,58,6,2023-10-30 08:00:00+00:00,-1.0,0.0,5
60,7,12.222222222222221,87,58,6,2023-10-30 09:00:00+00:00,-1.0,0.0,5
