,windDirection,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp
0,"(-0.7071067811865476, 0.7071067811865476)",1,-2.2222222222222223,79,34,20,2023-11-01 03:00:00+00:00
1,"(-0.7071067811865476, 0.7071067811865476)",1,-3.3333333333333335,76,32,21,2023-11-01 04:00:00+00:00
2,"(-0.7071067811865476, 0.7071067811865476)",1,-5.0,74,30,22,2023-11-01 05:00:00+00:00
3,"(-0.7071067811865476, 0.7071067811865476)",1,-5.555555555555555,73,29,23,2023-11-01 06:00:00+00:00
4,"(-0.7071067811865476, 0.7071067811865476)",5,-6.666666666666667,74,27,25,2023-11-01 07:00:00+00:00
5,"(-0.7071067811865476, 0.7071067811865476)",5,-7.222222222222222,74,26,25,2023-11-01 08:00:00+00:00
6,"(-0.7071067811865476, 0.7071067811865476)",5,-8.333333333333334,71,25,25,2023-11-01 09:00:00+00:00
7,"(-0.7071067811865476, 0.7071067811865476)",5,-9.444444444444445,65,25,25,2023-11-01 10:00:00+00:00
8,"(-0.7071067811865476, 0.7071067811865476)",5,-9.444444444444445,66,25,24,2023-11-01 11:00:00+00:00
9,"(-0.7071067811865476, 0.7071067811865476)",5,-10.0,66,24,24,2023-11-01 12:00:00+00:00
10,"(-0.7071067811865476, 0.7071067811865476)",4,-10.555555555555555,63,24,24,2023-11-01 13:00:00+00:00
11,"(-0.7071067811865476, 0.7071067811865476)",2,-10.0,63,25,26,2023-11-01 14:00:00+00:00
12,"(-0.7071067811865476, 0.7071067811865476)",1,-8.88888888888889,71,24,25,2023-11-01 15:00:00+00:00
13,"(-0.7071067811865476, 0.7071067811865476)",1,-9.444444444444445,61,27,23,2023-11-01 16:00:00+00:00
14,"(-0.7071067811865476, 0.7071067811865476)",1,-9.444444444444445,49,31,21,2023-11-01 17:00:00+00:00
15,"(-0.7071067811865476, 0.7071067811865476)",1,-9.444444444444445,45,34,18,2023-11-01 18:00:00+00:00
16,"(-0.7071067811865476, 0.7071067811865476)",1,-9.444444444444445,42,35,18,2023-11-01 19:00:00+00:00
17,"(-0.7071067811865476, 0.7071067811865476)",1,-9.444444444444445,40,37,18,2023-11-01 20:00:00+00:00
18,"(-0.7071067811865476, 0.7071067811865476)",1,-9.444444444444445,41,36,17,2023-11-01 21:00:00+00:00
19,"(-0.7071067811865476, 0.7071067811865476)",1,-9.444444444444445,43,35,17,2023-11-01 22:00:00+00:00
20,"(-0.7071067811865476, 0.7071067811865476)",1,-9.444444444444445,46,33,16,2023-11-01 23:00:00+00:00
21,"(-0.7071067811865476, 0.7071067811865476)",1,-10.0,51,30,15,2023-11-02 00:00:00+00:00
22,"(-0.7071067811865476, 0.7071067811865476)",0,-9.444444444444445,53,30,14,2023-11-02 01:00:00+00:00
23,"(-0.7071067811865476, 0.7071067811865476)",0,-9.444444444444445,55,29,13,2023-11-02 02:00:00+00:00
24,"(-0.7071067811865476, 0.7071067811865476)",0,-9.444444444444445,59,28,10,2023-11-02 03:00:00+00:00
25,"(-0.7071067811865476, 0.7071067811865476)",0,-9.444444444444445,62,27,9,2023-11-02 04:00:00+00:00
26,"(-1, 0)",0,-9.444444444444445,64,26,8,2023-11-02 05:00:00+00:00
27,"(-0.7071067811865476, 0.7071067811865476)",0,-9.444444444444445,65,25,7,2023-11-02 06:00:00+00:00
28,"(-0.7071067811865476, 0.7071067811865476)",0,-9.444444444444445,67,24,6,2023-11-02 07:00:00+00:00
29,"(-0.7071067811865476, 0.7071067811865476)",0,-10.0,67,24,5,2023-11-02 08:00:00+00:00
30,"(-0.7071067811865476, 0.7071067811865476)",0,-10.0,67,23,5,2023-11-02 09:00:00+00:00
31,"(-0.7071067811865476, 0.7071067811865476)",0,-10.0,67,23,5,2023-11-02 10:00:00+00:00
32,"(-1, 0)",0,-10.555555555555555,69,22,2,2023-11-02 11:00:00+00:00
33,"(-0.7071067811865476, -0.7071067811865476)",0,-11.11111111111111,66,22,1,2023-11-02 12:00:00+00:00
34,"(-0.7071067811865476, -0.7071067811865476)",0,-11.11111111111111,64,22,0,2023-11-02 13:00:00+00:00
35,"(-0.7071067811865476, -0.7071067811865476)",0,-11.11111111111111,53,27,1,2023-11-02 14:00:00+00:00
36,"(0, -1)",0,-11.11111111111111,44,32,2,2023-11-02 15:00:00+00:00
37,"(0, -1)",0,-11.11111111111111,37,36,5,2023-11-02 16:00:00+00:00
38,"(0, -1)",0,-11.11111111111111,33,39,6,2023-11-02 17:00:00+00:00
39,"(0, -1)",0,-11.11111111111111,29,42,6,2023-11-02 18:00:00+00:00
40,"(0, -1)",0,-11.11111111111111,26,44,6,2023-11-02 19:00:00+00:00
41,"(0, -1)",0,-11.11111111111111,26,46,6,2023-11-02 20:00:00+00:00
42,"(0, -1)",0,-10.0,25,47,6,2023-11-02 21:00:00+00:00
43,"(0, -1)",0,-10.0,27,46,5,2023-11-02 22:00:00+00:00
44,"(0, -1)",0,-9.444444444444445,30,44,2,2023-11-02 23:00:00+00:00
45,"(0, -1)",0,-8.333333333333334,36,42,1,2023-11-03 00:00:00+00:00
46,"(0, -1)",0,-7.777777777777778,41,39,0,2023-11-03 01:00:00+00:00
47,"(0, -1)",0,-7.222222222222222,46,38,1,2023-11-03 02:00:00+00:00
48,"(0, -1)",0,-7.222222222222222,48,36,2,2023-11-03 03:00:00+00:00
49,"(0, -1)",0,-7.777777777777778,50,35,5,2023-11-03 04:00:00+00:00
50,"(0, -1)",0,-7.777777777777778,51,34,5,2023-11-03 05:00:00+00:00
51,"(-0.7071067811865476, -0.7071067811865476)",0,-7.777777777777778,52,34,5,2023-11-03 06:00:00+00:00
52,"(-0.7071067811865476, -0.7071067811865476)",0,-7.777777777777778,54,32,5,2023-11-03 07:00:00+00:00
53,"(-0.7071067811865476, -0.7071067811865476)",0,-7.777777777777778,55,32,5,2023-11-03 08:00:00+00:00
54,"(-1, 0)",0,-8.333333333333334,56,31,3,2023-11-03 09:00:00+00:00
55,"(-1, 0)",0,-8.333333333333334,56,30,3,2023-11-03 10:00:00+00:00
56,"(-1, 0)",0,-8.88888888888889,56,30,3,2023-11-03 11:00:00+00:00
57,"(-1, 0)",0,-9.444444444444445,55,29,3,2023-11-03 12:00:00+00:00
58,"(-0.7071067811865476, 0.7071067811865476)",0,-9.444444444444445,54,29,3,2023-11-03 13:00:00+00:00
59,"(-1, 0)",0,-8.88888888888889,48,34,3,2023-11-03 14:00:00+00:00
60,"(-0.7071067811865476, -0.7071067811865476)",0,-7.222222222222222,44,39,5,2023-11-03 15:00:00+00:00
61,"(0, -1)",0,-6.111111111111111,40,43,5,2023-11-03 16:00:00+00:00
62,"(0, -1)",0,-5.555555555555555,38,46,6,2023-11-03 17:00:00+00:00
63,"(0, -1)",0,-5.555555555555555,35,49,7,2023-11-03 18:00:00+00:00
64,"(0, -1)",0,-5.0,33,52,7,2023-11-03 19:00:00+00:00
65,"(0, -1)",0,-4.444444444444445,33,53,8,2023-11-03 20:00:00+00:00
66,"(0, -1)",0,-3.888888888888889,33,54,8,2023-11-03 21:00:00+00:00
67,"(0, -1)",0,-3.3333333333333335,34,53,8,2023-11-03 22:00:00+00:00
68,"(0, -1)",0,-3.3333333333333335,37,51,7,2023-11-03 23:00:00+00:00
69,"(0, -1)",0,-3.888888888888889,40,48,6,2023-11-04 00:00:00+00:00
70,"(0, -1)",0,-4.444444444444445,42,46,6,2023-11-04 01:00:00+00:00
71,"(0, -1)",0,-5.0,43,44,6,2023-11-04 02:00:00+00:00
72,"(-0.7071067811865476, -0.7071067811865476)",0,-5.0,45,42,6,2023-11-04 03:00:00+00:00
73,"(-0.7071067811865476, -0.7071067811865476)",0,-5.555555555555555,46,41,6,2023-11-04 04:00:00+00:00
74,"(-0.7071067811865476, -0.7071067811865476)",0,-5.555555555555555,47,40,6,2023-11-04 05:00:00+00:00
75,"(-0.7071067811865476, -0.7071067811865476)",0,-6.111111111111111,48,39,6,2023-11-04 06:00:00+00:00
76,"(-1, 0)",0,-6.111111111111111,49,38,6,2023-11-04 07:00:00+00:00
77,"(-1, 0)",0,-6.111111111111111,50,38,6,2023-11-04 08:00:00+00:00
78,"(-1, 0)",0,-6.111111111111111,51,37,6,2023-11-04 09:00:00+00:00
