,windDirection,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp
0,S,0,-7.777777777777778,59,31,1,2023-11-03 05:00:00+00:00
1,S,0,-7.777777777777778,59,30,1,2023-11-03 06:00:00+00:00
2,S,0,-7.777777777777778,60,30,1,2023-11-03 07:00:00+00:00
3,SW,0,-8.333333333333334,61,29,1,2023-11-03 08:00:00+00:00
4,SW,0,-8.333333333333334,62,28,1,2023-11-03 09:00:00+00:00
5,SW,0,-8.333333333333334,63,27,1,2023-11-03 10:00:00+00:00
6,SW,0,-8.88888888888889,63,27,1,2023-11-03 11:00:00+00:00
7,SW,0,-8.88888888888889,65,26,1,2023-11-03 12:00:00+00:00
8,SW,0,-8.88888888888889,63,27,1,2023-11-03 13:00:00+00:00
9,SW,0,-8.333333333333334,57,30,2,2023-11-03 14:00:00+00:00
10,S,0,-7.777777777777778,43,39,2,2023-11-03 15:00:00+00:00
11,S,0,-7.222222222222222,32,47,2,2023-11-03 16:00:00+00:00
12,S,0,-7.222222222222222,28,51,3,2023-11-03 17:00:00+00:00
13,S,0,-6.666666666666667,27,53,5,2023-11-03 18:00:00+00:00
14,S,0,-6.666666666666667,26,54,6,2023-11-03 19:00:00+00:00
15,S,0,-6.111111111111111,27,54,6,2023-11-03 20:00:00+00:00
16,S,0,-6.111111111111111,29,53,6,2023-11-03 21:00:00+00:00
17,S,0,-5.555555555555555,31,51,6,2023-11-03 22:00:00+00:00
18,S,0,-5.555555555555555,36,47,5,2023-11-03 23:00:00+00:00
19,S,0,-5.555555555555555,43,42,3,2023-11-04 00:00:00+00:00
20,SW,0,-4.444444444444445,54,39,3,2023-11-04 01:00:00+00:00
21,SW,0,-5.0,56,37,3,2023-11-04 02:00:00+00:00
22,W,0,-5.555555555555555,57,36,2,2023-11-04 03:00:00+00:00
23,W,0,-5.555555555555555,56,36,2,2023-11-04 04:00:00+00:00
24,W,0,-6.111111111111111,57,35,3,2023-11-04 05:00:00+00:00
25,W,0,-6.666666666666667,53,35,3,2023-11-04 06:00:00+00:00
26,W,0,-7.222222222222222,50,35,5,2023-11-04 07:00:00+00:00
27,W,0,-7.777777777777778,49,35,5,2023-11-04 08:00:00+00:00
28,W,0,-7.777777777777778,49,36,6,2023-11-04 09:00:00+00:00
29,W,0,-7.777777777777778,48,36,7,2023-11-04 10:00:00+00:00
30,W,0,-7.222222222222222,49,36,7,2023-11-04 11:00:00+00:00
31,NW,0,-7.222222222222222,53,34,7,2023-11-04 12:00:00+00:00
