,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-12-04T11:00:00-05:00,2023-12-04T12:00:00-05:00,True,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': -2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 46}",7 mph,SW,"https://api.weather.gov/icons/land/day/bkn,5?size=small",Partly Sunny,
1,2,,2023-12-04T12:00:00-05:00,2023-12-04T13:00:00-05:00,True,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 6}","{'unitCode': 'wmoUnit:degC', 'value': -3.3333333333333335}","{'unitCode': 'wmoUnit:percent', 'value': 43}",9 mph,W,"https://api.weather.gov/icons/land/day/bkn,6?size=small",Partly Sunny,
2,3,,2023-12-04T13:00:00-05:00,2023-12-04T14:00:00-05:00,True,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 28}","{'unitCode': 'wmoUnit:degC', 'value': -3.3333333333333335}","{'unitCode': 'wmoUnit:percent', 'value': 40}",13 mph,W,"https://api.weather.gov/icons/land/day/rain,28?size=small",Chance Light Rain,
3,4,,2023-12-04T14:00:00-05:00,2023-12-04T15:00:00-05:00,True,49,F,,"{'unitCode': 'wmoUnit:percent', 'value': 20}","{'unitCode': 'wmoUnit:degC', 'value': -2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 43}",12 mph,W,"https://api.weather.gov/icons/land/day/rain,20?size=small",Slight Chance Light Rain,
4,5,,2023-12-04T15:00:00-05:00,2023-12-04T16:00:00-05:00,True,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 31}","{'unitCode': 'wmoUnit:degC', 'value': -1.6666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 49}",10 mph,W,"https://api.weather.gov/icons/land/day/rain,31?size=small",Chance Light Rain,
5,6,,2023-12-04T16:00:00-05:00,2023-12-04T17:00:00-05:00,True,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 30}","{'unitCode': 'wmoUnit:degC', 'value': -0.5555555555555556}","{'unitCode': 'wmoUnit:percent', 'value': 56}",12 mph,W,"https://api.weather.gov/icons/land/day/rain,30?size=small",Chance Light Rain,
6,7,,2023-12-04T17:00:00-05:00,2023-12-04T18:00:00-05:00,True,43,F,,"{'unitCode': 'wmoUnit:percent', 'value': 24}","{'unitCode': 'wmoUnit:degC', 'value': 0}","{'unitCode': 'wmoUnit:percent', 'value': 65}",12 mph,W,"https://api.weather.gov/icons/land/day/rain,24?size=small",Slight Chance Light Rain,
7,8,,2023-12-04T18:00:00-05:00,2023-12-04T19:00:00-05:00,False,41,F,,"{'unitCode': 'wmoUnit:percent', 'value': 28}","{'unitCode': 'wmoUnit:degC', 'value': 0.5555555555555556}","{'unitCode': 'wmoUnit:percent', 'value': 73}",10 mph,NW,"https://api.weather.gov/icons/land/night/rain_showers,28?size=small",Chance Rain Showers,
8,9,,2023-12-04T19:00:00-05:00,2023-12-04T20:00:00-05:00,False,40,F,,"{'unitCode': 'wmoUnit:percent', 'value': 7}","{'unitCode': 'wmoUnit:degC', 'value': 1.1111111111111112}","{'unitCode': 'wmoUnit:percent', 'value': 79}",10 mph,NW,"https://api.weather.gov/icons/land/night/bkn,7?size=small",Mostly Cloudy,
9,10,,2023-12-04T20:00:00-05:00,2023-12-04T21:00:00-05:00,False,39,F,,"{'unitCode': 'wmoUnit:percent', 'value': 7}","{'unitCode': 'wmoUnit:degC', 'value': 1.1111111111111112}","{'unitCode': 'wmoUnit:percent', 'value': 84}",10 mph,NW,"https://api.weather.gov/icons/land/night/bkn,7?size=small",Mostly Cloudy,
10,11,,2023-12-04T21:00:00-05:00,2023-12-04T22:00:00-05:00,False,37,F,,"{'unitCode': 'wmoUnit:percent', 'value': 10}","{'unitCode': 'wmoUnit:degC', 'value': 1.6666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 90}",12 mph,NW,"https://api.weather.gov/icons/land/night/sct,10?size=small",Partly Cloudy,
11,12,,2023-12-04T22:00:00-05:00,2023-12-04T23:00:00-05:00,False,37,F,,"{'unitCode': 'wmoUnit:percent', 'value': 9}","{'unitCode': 'wmoUnit:degC', 'value': 1.1111111111111112}","{'unitCode': 'wmoUnit:percent', 'value': 91}",13 mph,NW,"https://api.weather.gov/icons/land/night/sct,9?size=small",Partly Cloudy,
