,windDirection,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp
0,E,0,-2.7777777777777777,58,41,5,2023-11-12 04:00:00+00:00
1,NE,1,-3.3333333333333335,56,40,5,2023-11-12 05:00:00+00:00
2,NE,4,-4.444444444444445,54,39,5,2023-11-12 06:00:00+00:00
3,NE,18,-5.0,53,39,5,2023-11-12 07:00:00+00:00
4,NE,18,-5.555555555555555,52,38,5,2023-11-12 08:00:00+00:00
5,NE,18,-6.111111111111111,52,37,5,2023-11-12 09:00:00+00:00
6,N,18,-5.555555555555555,54,37,5,2023-11-12 10:00:00+00:00
7,NE,18,-5.0,58,36,5,2023-11-12 11:00:00+00:00
8,NE,18,-3.888888888888889,65,35,6,2023-11-12 12:00:00+00:00
9,NE,15,-2.2222222222222223,77,35,5,2023-11-12 13:00:00+00:00
10,NE,18,-1.6666666666666667,72,37,5,2023-11-12 14:00:00+00:00
11,E,5,-1.1111111111111112,69,40,6,2023-11-12 15:00:00+00:00
