,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-11-22T13:00:00-05:00,2023-11-22T14:00:00-05:00,True,44,F,,"{'unitCode': 'wmoUnit:percent', 'value': 15}","{'unitCode': 'wmoUnit:degC', 'value': 4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 84}",17 mph,NW,"https://api.weather.gov/icons/land/day/rain_showers,15?size=small",Slight Chance Rain Showers,
1,2,,2023-11-22T14:00:00-05:00,2023-11-22T15:00:00-05:00,True,44,F,,"{'unitCode': 'wmoUnit:percent', 'value': 16}","{'unitCode': 'wmoUnit:degC', 'value': 3.888888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 82}",18 mph,NW,"https://api.weather.gov/icons/land/day/rain_showers,16?size=small",Slight Chance Rain Showers,
2,3,,2023-11-22T15:00:00-05:00,2023-11-22T16:00:00-05:00,True,42,F,,"{'unitCode': 'wmoUnit:percent', 'value': 17}","{'unitCode': 'wmoUnit:degC', 'value': 3.3333333333333335}","{'unitCode': 'wmoUnit:percent', 'value': 87}",20 mph,NW,"https://api.weather.gov/icons/land/day/rain_showers,17?size=small",Slight Chance Rain Showers,
3,4,,2023-11-22T16:00:00-05:00,2023-11-22T17:00:00-05:00,True,40,F,,"{'unitCode': 'wmoUnit:percent', 'value': 17}","{'unitCode': 'wmoUnit:degC', 'value': 3.3333333333333335}","{'unitCode': 'wmoUnit:percent', 'value': 94}",21 mph,NW,"https://api.weather.gov/icons/land/day/rain_showers,17?size=small",Slight Chance Rain Showers,
4,5,,2023-11-22T17:00:00-05:00,2023-11-22T18:00:00-05:00,True,38,F,,"{'unitCode': 'wmoUnit:percent', 'value': 18}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 99}",21 mph,NW,"https://api.weather.gov/icons/land/day/rain_showers,18?size=small",Slight Chance Rain Showers,
5,6,,2023-11-22T18:00:00-05:00,2023-11-22T19:00:00-05:00,False,37,F,,"{'unitCode': 'wmoUnit:percent', 'value': 13}","{'unitCode': 'wmoUnit:degC', 'value': 2.2222222222222223}","{'unitCode': 'wmoUnit:percent', 'value': 99}",21 mph,NW,"https://api.weather.gov/icons/land/night/wind_bkn,13?size=small",Mostly Cloudy,
6,7,,2023-11-22T19:00:00-05:00,2023-11-22T20:00:00-05:00,False,36,F,,"{'unitCode': 'wmoUnit:percent', 'value': 8}","{'unitCode': 'wmoUnit:degC', 'value': 1.6666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 97}",21 mph,NW,"https://api.weather.gov/icons/land/night/wind_bkn,8?size=small",Mostly Cloudy,
7,8,,2023-11-22T20:00:00-05:00,2023-11-22T21:00:00-05:00,False,36,F,,"{'unitCode': 'wmoUnit:percent', 'value': 7}","{'unitCode': 'wmoUnit:degC', 'value': 1.1111111111111112}","{'unitCode': 'wmoUnit:percent', 'value': 93}",21 mph,NW,"https://api.weather.gov/icons/land/night/wind_bkn,7?size=small",Mostly Cloudy,
8,9,,2023-11-22T21:00:00-05:00,2023-11-22T22:00:00-05:00,False,35,F,,"{'unitCode': 'wmoUnit:percent', 'value': 6}","{'unitCode': 'wmoUnit:degC', 'value': 0.5555555555555556}","{'unitCode': 'wmoUnit:percent', 'value': 94}",21 mph,NW,"https://api.weather.gov/icons/land/night/wind_bkn,6?size=small",Mostly Cloudy,
9,10,,2023-11-22T22:00:00-05:00,2023-11-22T23:00:00-05:00,False,34,F,,"{'unitCode': 'wmoUnit:percent', 'value': 4}","{'unitCode': 'wmoUnit:degC', 'value': 0}","{'unitCode': 'wmoUnit:percent', 'value': 93}",21 mph,NW,"https://api.weather.gov/icons/land/night/wind_bkn,4?size=small",Mostly Cloudy,
