,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-10-30T03:00:00-04:00,2023-10-30T04:00:00-04:00,False,52,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 94}",6 mph,W,"https://api.weather.gov/icons/land/night/few,1?size=small",Mostly Clear,
1,2,,2023-10-30T04:00:00-04:00,2023-10-30T05:00:00-04:00,False,52,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 94}",7 mph,W,"https://api.weather.gov/icons/land/night/few,1?size=small",Mostly Clear,
2,3,,2023-10-30T05:00:00-04:00,2023-10-30T06:00:00-04:00,False,52,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 91}",8 mph,W,"https://api.weather.gov/icons/land/night/few,1?size=small",Mostly Clear,
3,4,,2023-10-30T06:00:00-04:00,2023-10-30T07:00:00-04:00,True,53,F,,"{'unitCode': 'wmoUnit:percent', 'value': 2}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 90}",9 mph,W,"https://api.weather.gov/icons/land/day/few,2?size=small",Sunny,
4,5,,2023-10-30T07:00:00-04:00,2023-10-30T08:00:00-04:00,True,52,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': 10.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 98}",12 mph,W,"https://api.weather.gov/icons/land/day/few,1?size=small",Sunny,
5,6,,2023-10-30T08:00:00-04:00,2023-10-30T09:00:00-04:00,True,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 2}","{'unitCode': 'wmoUnit:degC', 'value': 10}","{'unitCode': 'wmoUnit:percent', 'value': 97}",15 mph,W,"https://api.weather.gov/icons/land/day/few,2?size=small",Sunny,
6,7,,2023-10-30T09:00:00-04:00,2023-10-30T10:00:00-04:00,True,56,F,,"{'unitCode': 'wmoUnit:percent', 'value': 3}","{'unitCode': 'wmoUnit:degC', 'value': 11.11111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 87}",17 mph,W,"https://api.weather.gov/icons/land/day/sct,3?size=small",Mostly Sunny,
7,8,,2023-10-30T10:00:00-04:00,2023-10-30T11:00:00-04:00,True,59,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': 11.666666666666666}","{'unitCode': 'wmoUnit:percent', 'value': 82}",21 mph,W,"https://api.weather.gov/icons/land/day/wind_sct,5?size=small",Mostly Sunny,
8,9,,2023-10-30T11:00:00-04:00,2023-10-30T12:00:00-04:00,True,62,F,,"{'unitCode': 'wmoUnit:percent', 'value': 10}","{'unitCode': 'wmoUnit:degC', 'value': 12.222222222222221}","{'unitCode': 'wmoUnit:percent', 'value': 76}",21 mph,W,"https://api.weather.gov/icons/land/day/wind_sct,10?size=small",Mostly Sunny,
9,10,,2023-10-30T12:00:00-04:00,2023-10-30T13:00:00-04:00,True,62,F,,"{'unitCode': 'wmoUnit:percent', 'value': 16}","{'unitCode': 'wmoUnit:degC', 'value': 12.222222222222221}","{'unitCode': 'wmoUnit:percent', 'value': 73}",20 mph,W,"https://api.weather.gov/icons/land/day/rain_showers,16?size=small",Slight Chance Rain Showers,
