,windDirection,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp
0,SW,0,-6.666666666666667,38,44,5,2023-11-02 22:00:00+00:00
1,SW,0,-7.777777777777778,40,40,3,2023-11-02 23:00:00+00:00
2,SW,0,-8.88888888888889,45,35,2,2023-11-03 00:00:00+00:00
3,SW,0,-8.88888888888889,54,31,1,2023-11-03 01:00:00+00:00
4,S,0,-8.333333333333334,59,30,0,2023-11-03 02:00:00+00:00
5,S,0,-7.777777777777778,64,28,0,2023-11-03 03:00:00+00:00
6,S,0,-7.777777777777778,69,27,0,2023-11-03 04:00:00+00:00
7,S,0,-7.777777777777778,69,27,0,2023-11-03 05:00:00+00:00
8,S,0,-7.777777777777778,70,26,0,2023-11-03 06:00:00+00:00
9,SW,0,-7.777777777777778,69,26,0,2023-11-03 07:00:00+00:00
10,SW,0,-8.333333333333334,69,26,0,2023-11-03 08:00:00+00:00
11,SW,0,-8.333333333333334,68,26,0,2023-11-03 09:00:00+00:00
