,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-11-18T04:00:00-05:00,2023-11-18T05:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 24}","{'unitCode': 'wmoUnit:degC', 'value': 9.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 97}",13 mph,NW,"https://api.weather.gov/icons/land/night/rain_showers,24?size=small",Areas Of Fog,
1,2,,2023-11-18T05:00:00-05:00,2023-11-18T06:00:00-05:00,False,49,F,,"{'unitCode': 'wmoUnit:percent', 'value': 19}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 96}",14 mph,NW,"https://api.weather.gov/icons/land/night/rain_showers,19?size=small",Areas Of Fog,
2,3,,2023-11-18T06:00:00-05:00,2023-11-18T07:00:00-05:00,True,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 11}","{'unitCode': 'wmoUnit:degC', 'value': 7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 94}",14 mph,NW,"https://api.weather.gov/icons/land/day/rain_showers,11?size=small",Areas Of Fog,
3,4,,2023-11-18T07:00:00-05:00,2023-11-18T08:00:00-05:00,True,47,F,,"{'unitCode': 'wmoUnit:percent', 'value': 6}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 92}",14 mph,NW,"https://api.weather.gov/icons/land/day/fog,6?size=small",Areas Of Fog,
4,5,,2023-11-18T08:00:00-05:00,2023-11-18T09:00:00-05:00,True,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': 6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 93}",16 mph,NW,"https://api.weather.gov/icons/land/day/bkn,5?size=small",Partly Sunny,
5,6,,2023-11-18T09:00:00-05:00,2023-11-18T10:00:00-05:00,True,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 2}","{'unitCode': 'wmoUnit:degC', 'value': 5.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 80}",16 mph,NW,"https://api.weather.gov/icons/land/day/bkn,2?size=small",Partly Sunny,
6,7,,2023-11-18T10:00:00-05:00,2023-11-18T11:00:00-05:00,True,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': 4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 69}",16 mph,NW,"https://api.weather.gov/icons/land/day/bkn,1?size=small",Partly Sunny,
7,8,,2023-11-18T11:00:00-05:00,2023-11-18T12:00:00-05:00,True,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': 3.3333333333333335}","{'unitCode': 'wmoUnit:percent', 'value': 60}",16 mph,NW,"https://api.weather.gov/icons/land/day/bkn,1?size=small",Partly Sunny,
8,9,,2023-11-18T12:00:00-05:00,2023-11-18T13:00:00-05:00,True,52,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 1.6666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 53}",15 mph,NW,"https://api.weather.gov/icons/land/day/bkn,0?size=small",Partly Sunny,
9,10,,2023-11-18T13:00:00-05:00,2023-11-18T14:00:00-05:00,True,52,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 0.5555555555555556}","{'unitCode': 'wmoUnit:percent', 'value': 48}",14 mph,NW,"https://api.weather.gov/icons/land/day/few,0?size=small",Sunny,
10,11,,2023-11-18T14:00:00-05:00,2023-11-18T15:00:00-05:00,True,53,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -0.5555555555555556}","{'unitCode': 'wmoUnit:percent', 'value': 43}",13 mph,NW,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
11,12,,2023-11-18T15:00:00-05:00,2023-11-18T16:00:00-05:00,True,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -1.6666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 44}",13 mph,NW,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
