,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-11-24T08:00:00-05:00,2023-11-24T09:00:00-05:00,True,37,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': -1.6666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 73}",1 mph,N,"https://api.weather.gov/icons/land/day/bkn,1?size=small",Mostly Cloudy,
1,2,,2023-11-24T09:00:00-05:00,2023-11-24T10:00:00-05:00,True,40,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': -0.5555555555555556}","{'unitCode': 'wmoUnit:percent', 'value': 69}",1 mph,SE,"https://api.weather.gov/icons/land/day/bkn,1?size=small",Mostly Cloudy,
2,3,,2023-11-24T10:00:00-05:00,2023-11-24T11:00:00-05:00,True,45,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': 0}","{'unitCode': 'wmoUnit:percent', 'value': 62}",2 mph,SE,"https://api.weather.gov/icons/land/day/bkn,1?size=small",Mostly Cloudy,
3,4,,2023-11-24T11:00:00-05:00,2023-11-24T12:00:00-05:00,True,49,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': 0}","{'unitCode': 'wmoUnit:percent', 'value': 52}",3 mph,SE,"https://api.weather.gov/icons/land/day/bkn,1?size=small",Mostly Cloudy,
4,5,,2023-11-24T12:00:00-05:00,2023-11-24T13:00:00-05:00,True,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': 0}","{'unitCode': 'wmoUnit:percent', 'value': 51}",3 mph,SE,"https://api.weather.gov/icons/land/day/bkn,1?size=small",Partly Sunny,
5,6,,2023-11-24T13:00:00-05:00,2023-11-24T14:00:00-05:00,True,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': 0.5555555555555556}","{'unitCode': 'wmoUnit:percent', 'value': 51}",2 mph,SE,"https://api.weather.gov/icons/land/day/sct,1?size=small",Mostly Sunny,
6,7,,2023-11-24T14:00:00-05:00,2023-11-24T15:00:00-05:00,True,53,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': 0.5555555555555556}","{'unitCode': 'wmoUnit:percent', 'value': 48}",3 mph,E,"https://api.weather.gov/icons/land/day/few,1?size=small",Sunny,
7,8,,2023-11-24T15:00:00-05:00,2023-11-24T16:00:00-05:00,True,52,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': 1.1111111111111112}","{'unitCode': 'wmoUnit:percent', 'value': 51}",5 mph,N,"https://api.weather.gov/icons/land/day/few,1?size=small",Sunny,
8,9,,2023-11-24T16:00:00-05:00,2023-11-24T17:00:00-05:00,True,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': 1.1111111111111112}","{'unitCode': 'wmoUnit:percent', 'value': 53}",5 mph,N,"https://api.weather.gov/icons/land/day/few,1?size=small",Sunny,
9,10,,2023-11-24T17:00:00-05:00,2023-11-24T18:00:00-05:00,True,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 1}","{'unitCode': 'wmoUnit:degC', 'value': 1.1111111111111112}","{'unitCode': 'wmoUnit:percent', 'value': 58}",5 mph,NE,"https://api.weather.gov/icons/land/day/bkn,1?size=small",Partly Sunny,
