,windDirection,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp
0,SW,0,-11.11111111111111,35,37,5,2023-11-02 17:00:00+00:00
1,SW,0,-10.555555555555555,32,40,5,2023-11-02 18:00:00+00:00
2,SW,0,-11.11111111111111,28,43,5,2023-11-02 19:00:00+00:00
3,SW,0,-10.555555555555555,28,45,5,2023-11-02 20:00:00+00:00
4,SW,0,-9.444444444444445,28,46,5,2023-11-02 21:00:00+00:00
5,S,0,-8.88888888888889,31,44,5,2023-11-02 22:00:00+00:00
6,S,0,-8.88888888888889,35,41,5,2023-11-02 23:00:00+00:00
7,S,0,-8.88888888888889,45,35,5,2023-11-03 00:00:00+00:00
8,S,0,-8.88888888888889,52,31,3,2023-11-03 01:00:00+00:00
9,S,0,-8.88888888888889,57,29,2,2023-11-03 02:00:00+00:00
10,S,0,-8.88888888888889,60,28,2,2023-11-03 03:00:00+00:00
11,SW,0,-8.88888888888889,62,27,3,2023-11-03 04:00:00+00:00
