,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-12-12T20:00:00-05:00,2023-12-12T21:00:00-05:00,False,30,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 70}",6 mph,W,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
1,2,,2023-12-12T21:00:00-05:00,2023-12-12T22:00:00-05:00,False,30,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 71}",6 mph,W,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
2,3,,2023-12-12T22:00:00-05:00,2023-12-12T23:00:00-05:00,False,29,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 71}",7 mph,W,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
3,4,,2023-12-12T23:00:00-05:00,2023-12-13T00:00:00-05:00,False,29,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 69}",9 mph,W,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
4,5,,2023-12-13T00:00:00-05:00,2023-12-13T01:00:00-05:00,False,28,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 70}",10 mph,W,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
5,6,,2023-12-13T01:00:00-05:00,2023-12-13T02:00:00-05:00,False,28,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 70}",12 mph,NW,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
6,7,,2023-12-13T02:00:00-05:00,2023-12-13T03:00:00-05:00,False,28,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 72}",12 mph,NW,"https://api.weather.gov/icons/land/night/sct,0?size=small",Partly Cloudy,
7,8,,2023-12-13T03:00:00-05:00,2023-12-13T04:00:00-05:00,False,29,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 70}",13 mph,NW,"https://api.weather.gov/icons/land/night/sct,0?size=small",Partly Cloudy,
8,9,,2023-12-13T04:00:00-05:00,2023-12-13T05:00:00-05:00,False,29,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 72}",12 mph,NW,"https://api.weather.gov/icons/land/night/sct,0?size=small",Partly Cloudy,
9,10,,2023-12-13T05:00:00-05:00,2023-12-13T06:00:00-05:00,False,29,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 72}",12 mph,NW,"https://api.weather.gov/icons/land/night/sct,0?size=small",Partly Cloudy,
10,11,,2023-12-13T06:00:00-05:00,2023-12-13T07:00:00-05:00,True,29,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 73}",10 mph,NW,"https://api.weather.gov/icons/land/day/sct,0?size=small",Mostly Sunny,
11,12,,2023-12-13T07:00:00-05:00,2023-12-13T08:00:00-05:00,True,28,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -5.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 75}",9 mph,NW,"https://api.weather.gov/icons/land/day/sct,0?size=small",Mostly Sunny,
12,13,,2023-12-13T08:00:00-05:00,2023-12-13T09:00:00-05:00,True,29,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -5.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 76}",7 mph,NW,"https://api.weather.gov/icons/land/day/sct,0?size=small",Mostly Sunny,
13,14,,2023-12-13T09:00:00-05:00,2023-12-13T10:00:00-05:00,True,32,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -5}","{'unitCode': 'wmoUnit:percent', 'value': 70}",7 mph,NW,"https://api.weather.gov/icons/land/day/sct,0?size=small",Mostly Sunny,
14,15,,2023-12-13T10:00:00-05:00,2023-12-13T11:00:00-05:00,True,37,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 59}",7 mph,NW,"https://api.weather.gov/icons/land/day/few,0?size=small",Sunny,
15,16,,2023-12-13T11:00:00-05:00,2023-12-13T12:00:00-05:00,True,41,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 50}",8 mph,NW,"https://api.weather.gov/icons/land/day/few,0?size=small",Sunny,
16,17,,2023-12-13T12:00:00-05:00,2023-12-13T13:00:00-05:00,True,44,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 45}",8 mph,NW,"https://api.weather.gov/icons/land/day/few,0?size=small",Sunny,
17,18,,2023-12-13T13:00:00-05:00,2023-12-13T14:00:00-05:00,True,45,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 42}",9 mph,NW,"https://api.weather.gov/icons/land/day/few,0?size=small",Sunny,
18,19,,2023-12-13T14:00:00-05:00,2023-12-13T15:00:00-05:00,True,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 42}",9 mph,NW,"https://api.weather.gov/icons/land/day/few,0?size=small",Sunny,
19,20,,2023-12-13T15:00:00-05:00,2023-12-13T16:00:00-05:00,True,44,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 44}",8 mph,NW,"https://api.weather.gov/icons/land/day/few,0?size=small",Sunny,
20,21,,2023-12-13T16:00:00-05:00,2023-12-13T17:00:00-05:00,True,42,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 48}",7 mph,NW,"https://api.weather.gov/icons/land/day/few,0?size=small",Sunny,
21,22,,2023-12-13T17:00:00-05:00,2023-12-13T18:00:00-05:00,True,40,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 53}",7 mph,NW,"https://api.weather.gov/icons/land/day/few,0?size=small",Sunny,
22,23,,2023-12-13T18:00:00-05:00,2023-12-13T19:00:00-05:00,False,37,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 60}",7 mph,NW,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
23,24,,2023-12-13T19:00:00-05:00,2023-12-13T20:00:00-05:00,False,34,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 66}",7 mph,NW,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
24,25,,2023-12-13T20:00:00-05:00,2023-12-13T21:00:00-05:00,False,33,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -3.888888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 71}",7 mph,NW,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
25,26,,2023-12-13T21:00:00-05:00,2023-12-13T22:00:00-05:00,False,32,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -3.888888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 74}",7 mph,NW,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
26,27,,2023-12-13T22:00:00-05:00,2023-12-13T23:00:00-05:00,False,31,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -3.888888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 76}",7 mph,NW,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
27,28,,2023-12-13T23:00:00-05:00,2023-12-14T00:00:00-05:00,False,30,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 77}",6 mph,NW,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
28,29,,2023-12-14T00:00:00-05:00,2023-12-14T01:00:00-05:00,False,29,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -5}","{'unitCode': 'wmoUnit:percent', 'value': 78}",6 mph,NW,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
29,30,,2023-12-14T01:00:00-05:00,2023-12-14T02:00:00-05:00,False,28,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -5.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 78}",6 mph,NW,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
30,31,,2023-12-14T02:00:00-05:00,2023-12-14T03:00:00-05:00,False,28,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 76}",5 mph,NW,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
31,32,,2023-12-14T03:00:00-05:00,2023-12-14T04:00:00-05:00,False,27,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 74}",5 mph,NW,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
32,33,,2023-12-14T04:00:00-05:00,2023-12-14T05:00:00-05:00,False,25,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 74}",5 mph,NW,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
33,34,,2023-12-14T05:00:00-05:00,2023-12-14T06:00:00-05:00,False,24,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 73}",5 mph,N,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
34,35,,2023-12-14T06:00:00-05:00,2023-12-14T07:00:00-05:00,True,23,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -9.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 71}",3 mph,N,"https://api.weather.gov/icons/land/day/few,0?size=small",Sunny,
35,36,,2023-12-14T07:00:00-05:00,2023-12-14T08:00:00-05:00,True,24,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -9.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 68}",6 mph,N,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
36,37,,2023-12-14T08:00:00-05:00,2023-12-14T09:00:00-05:00,True,28,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -9.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 59}",6 mph,N,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
37,38,,2023-12-14T09:00:00-05:00,2023-12-14T10:00:00-05:00,True,32,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 51}",6 mph,NE,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
38,39,,2023-12-14T10:00:00-05:00,2023-12-14T11:00:00-05:00,True,36,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 45}",6 mph,E,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
39,40,,2023-12-14T11:00:00-05:00,2023-12-14T12:00:00-05:00,True,40,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 40}",6 mph,E,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
40,41,,2023-12-14T12:00:00-05:00,2023-12-14T13:00:00-05:00,True,43,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 36}",6 mph,E,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
41,42,,2023-12-14T13:00:00-05:00,2023-12-14T14:00:00-05:00,True,45,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 34}",6 mph,E,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
42,43,,2023-12-14T14:00:00-05:00,2023-12-14T15:00:00-05:00,True,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 35}",6 mph,E,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
43,44,,2023-12-14T15:00:00-05:00,2023-12-14T16:00:00-05:00,True,44,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 37}",6 mph,E,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
44,45,,2023-12-14T16:00:00-05:00,2023-12-14T17:00:00-05:00,True,42,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 42}",6 mph,E,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
45,46,,2023-12-14T17:00:00-05:00,2023-12-14T18:00:00-05:00,True,39,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 48}",5 mph,NE,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
