,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-12-12T08:00:00-05:00,2023-12-12T09:00:00-05:00,True,26,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -9.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 62}",2 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
1,2,,2023-12-12T09:00:00-05:00,2023-12-12T10:00:00-05:00,True,30,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -10}","{'unitCode': 'wmoUnit:percent', 'value': 50}",5 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
2,3,,2023-12-12T10:00:00-05:00,2023-12-12T11:00:00-05:00,True,34,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -10.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 41}",5 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
3,4,,2023-12-12T11:00:00-05:00,2023-12-12T12:00:00-05:00,True,36,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -10.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 39}",6 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
4,5,,2023-12-12T12:00:00-05:00,2023-12-12T13:00:00-05:00,True,38,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -10}","{'unitCode': 'wmoUnit:percent', 'value': 37}",7 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
5,6,,2023-12-12T13:00:00-05:00,2023-12-12T14:00:00-05:00,True,40,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -10}","{'unitCode': 'wmoUnit:percent', 'value': 34}",8 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
6,7,,2023-12-12T14:00:00-05:00,2023-12-12T15:00:00-05:00,True,42,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -9.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 33}",8 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
7,8,,2023-12-12T15:00:00-05:00,2023-12-12T16:00:00-05:00,True,43,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 33}",8 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
8,9,,2023-12-12T16:00:00-05:00,2023-12-12T17:00:00-05:00,True,42,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 36}",8 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
9,10,,2023-12-12T17:00:00-05:00,2023-12-12T18:00:00-05:00,True,40,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 39}",7 mph,W,"https://api.weather.gov/icons/land/day/few,0?size=small",Sunny,
