,windDirection,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp
0,N,0,-11.666666666666666,69,19,1,2023-11-02 12:00:00+00:00
1,W,0,-12.222222222222221,63,20,1,2023-11-02 13:00:00+00:00
2,S,0,-11.666666666666666,59,23,1,2023-11-02 14:00:00+00:00
3,S,0,-11.11111111111111,52,27,3,2023-11-02 15:00:00+00:00
4,S,0,-10.555555555555555,43,32,3,2023-11-02 16:00:00+00:00
5,SW,0,-11.11111111111111,35,37,5,2023-11-02 17:00:00+00:00
6,SW,0,-10.555555555555555,32,40,5,2023-11-02 18:00:00+00:00
7,SW,0,-11.11111111111111,28,43,5,2023-11-02 19:00:00+00:00
8,SW,0,-10.555555555555555,28,45,5,2023-11-02 20:00:00+00:00
9,SW,0,-9.444444444444445,28,46,5,2023-11-02 21:00:00+00:00
10,S,0,-8.88888888888889,31,44,5,2023-11-02 22:00:00+00:00
11,S,0,-8.88888888888889,35,41,5,2023-11-02 23:00:00+00:00
