,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-11-07T07:00:00-05:00,2023-11-07T08:00:00-05:00,True,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 5}","{'unitCode': 'wmoUnit:percent', 'value': 71}",15 mph,W,"https://api.weather.gov/icons/land/day/bkn,0?size=small",Mostly Cloudy,
1,2,,2023-11-07T08:00:00-05:00,2023-11-07T09:00:00-05:00,True,52,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 69}",17 mph,W,"https://api.weather.gov/icons/land/day/bkn,0?size=small",Mostly Cloudy,
2,3,,2023-11-07T09:00:00-05:00,2023-11-07T10:00:00-05:00,True,55,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 66}",17 mph,W,"https://api.weather.gov/icons/land/day/bkn,0?size=small",Partly Sunny,
3,4,,2023-11-07T10:00:00-05:00,2023-11-07T11:00:00-05:00,True,58,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 63}",17 mph,W,"https://api.weather.gov/icons/land/day/few,0?size=small",Sunny,
4,5,,2023-11-07T11:00:00-05:00,2023-11-07T12:00:00-05:00,True,60,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 62}",14 mph,W,"https://api.weather.gov/icons/land/day/few,0?size=small",Sunny,
5,6,,2023-11-07T12:00:00-05:00,2023-11-07T13:00:00-05:00,True,62,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 58}",13 mph,W,"https://api.weather.gov/icons/land/day/few,0?size=small",Sunny,
6,7,,2023-11-07T13:00:00-05:00,2023-11-07T14:00:00-05:00,True,65,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 54}",13 mph,W,"https://api.weather.gov/icons/land/day/few,0?size=small",Sunny,
7,8,,2023-11-07T14:00:00-05:00,2023-11-07T15:00:00-05:00,True,66,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 51}",13 mph,W,"https://api.weather.gov/icons/land/day/few,0?size=small",Sunny,
8,9,,2023-11-07T15:00:00-05:00,2023-11-07T16:00:00-05:00,True,67,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 48}",12 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
9,10,,2023-11-07T16:00:00-05:00,2023-11-07T17:00:00-05:00,True,67,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 49}",12 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
10,11,,2023-11-07T17:00:00-05:00,2023-11-07T18:00:00-05:00,True,64,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 53}",10 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
11,12,,2023-11-07T18:00:00-05:00,2023-11-07T19:00:00-05:00,False,62,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 58}",9 mph,W,"https://api.weather.gov/icons/land/night/skc,0?size=small",Clear,
12,13,,2023-11-07T19:00:00-05:00,2023-11-07T20:00:00-05:00,False,59,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 63}",8 mph,W,"https://api.weather.gov/icons/land/night/skc,0?size=small",Clear,
13,14,,2023-11-07T20:00:00-05:00,2023-11-07T21:00:00-05:00,False,58,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 66}",7 mph,W,"https://api.weather.gov/icons/land/night/skc,0?size=small",Clear,
14,15,,2023-11-07T21:00:00-05:00,2023-11-07T22:00:00-05:00,False,56,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 69}",6 mph,W,"https://api.weather.gov/icons/land/night/skc,0?size=small",Clear,
15,16,,2023-11-07T22:00:00-05:00,2023-11-07T23:00:00-05:00,False,55,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 72}",6 mph,W,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
16,17,,2023-11-07T23:00:00-05:00,2023-11-08T00:00:00-05:00,False,54,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 75}",6 mph,W,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
17,18,,2023-11-08T00:00:00-05:00,2023-11-08T01:00:00-05:00,False,53,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 76}",6 mph,NW,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
18,19,,2023-11-08T01:00:00-05:00,2023-11-08T02:00:00-05:00,False,52,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 78}",6 mph,NW,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
