,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-12-11T11:00:00-05:00,2023-12-11T12:00:00-05:00,True,25,F,,"{'unitCode': 'wmoUnit:percent', 'value': 9}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 82}",18 mph,NW,"https://api.weather.gov/icons/land/day/bkn,9?size=small",Partly Sunny,
1,2,,2023-12-11T12:00:00-05:00,2023-12-11T13:00:00-05:00,True,26,F,,"{'unitCode': 'wmoUnit:percent', 'value': 6}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 78}",17 mph,NW,"https://api.weather.gov/icons/land/day/bkn,6?size=small",Partly Sunny,
2,3,,2023-12-11T13:00:00-05:00,2023-12-11T14:00:00-05:00,True,27,F,,"{'unitCode': 'wmoUnit:percent', 'value': 4}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 77}",17 mph,NW,"https://api.weather.gov/icons/land/day/bkn,4?size=small",Partly Sunny,
3,4,,2023-12-11T14:00:00-05:00,2023-12-11T15:00:00-05:00,True,27,F,,"{'unitCode': 'wmoUnit:percent', 'value': 3}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 74}",16 mph,NW,"https://api.weather.gov/icons/land/day/bkn,3?size=small",Partly Sunny,
4,5,,2023-12-11T15:00:00-05:00,2023-12-11T16:00:00-05:00,True,28,F,,"{'unitCode': 'wmoUnit:percent', 'value': 3}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 72}",15 mph,NW,"https://api.weather.gov/icons/land/day/sct,3?size=small",Mostly Sunny,
5,6,,2023-12-11T16:00:00-05:00,2023-12-11T17:00:00-05:00,True,28,F,,"{'unitCode': 'wmoUnit:percent', 'value': 7}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 71}",13 mph,NW,"https://api.weather.gov/icons/land/day/sct,7?size=small",Mostly Sunny,
6,7,,2023-12-11T17:00:00-05:00,2023-12-11T18:00:00-05:00,True,27,F,,"{'unitCode': 'wmoUnit:percent', 'value': 6}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 74}",10 mph,NW,"https://api.weather.gov/icons/land/day/few,6?size=small",Sunny,
7,8,,2023-12-11T18:00:00-05:00,2023-12-11T19:00:00-05:00,False,26,F,,"{'unitCode': 'wmoUnit:percent', 'value': 5}","{'unitCode': 'wmoUnit:degC', 'value': -7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 77}",9 mph,NW,"https://api.weather.gov/icons/land/night/few,5?size=small",Mostly Clear,
8,9,,2023-12-11T19:00:00-05:00,2023-12-11T20:00:00-05:00,False,26,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 79}",7 mph,NW,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
9,10,,2023-12-11T20:00:00-05:00,2023-12-11T21:00:00-05:00,False,25,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 82}",6 mph,W,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
10,11,,2023-12-11T21:00:00-05:00,2023-12-11T22:00:00-05:00,False,24,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 83}",5 mph,W,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
11,12,,2023-12-11T22:00:00-05:00,2023-12-11T23:00:00-05:00,False,24,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 83}",3 mph,W,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
