,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp,windDirection_x,windDirection_y,windSpeed_knots
0,0,-6.666666666666667,50,37,1,2023-11-03 01:00:00+00:00,-0.7071067811865476,-0.7071067811865476,1
1,0,-6.666666666666667,55,34,0,2023-11-03 02:00:00+00:00,0.0,-1.0,0
2,0,-7.222222222222222,56,33,0,2023-11-03 03:00:00+00:00,0.0,-1.0,0
3,0,-7.777777777777778,58,31,0,2023-11-03 04:00:00+00:00,0.0,-1.0,0
4,0,-7.777777777777778,60,30,0,2023-11-03 05:00:00+00:00,0.0,-1.0,0
5,0,-7.777777777777778,61,30,0,2023-11-03 06:00:00+00:00,0.0,-1.0,0
6,0,-7.777777777777778,61,29,0,2023-11-03 07:00:00+00:00,-0.7071067811865476,-0.7071067811865476,0
7,0,-8.333333333333334,62,29,0,2023-11-03 08:00:00+00:00,-0.7071067811865476,-0.7071067811865476,0
8,0,-8.333333333333334,62,28,0,2023-11-03 09:00:00+00:00,-0.7071067811865476,-0.7071067811865476,0
9,0,-8.333333333333334,63,28,0,2023-11-03 10:00:00+00:00,-0.7071067811865476,-0.7071067811865476,0
10,0,-8.88888888888889,64,27,0,2023-11-03 11:00:00+00:00,-0.7071067811865476,-0.7071067811865476,0
11,0,-8.88888888888889,65,26,0,2023-11-03 12:00:00+00:00,-0.7071067811865476,-0.7071067811865476,0
12,0,-8.88888888888889,63,27,1,2023-11-03 13:00:00+00:00,-0.7071067811865476,-0.7071067811865476,1
13,0,-8.333333333333334,54,32,1,2023-11-03 14:00:00+00:00,0.0,-1.0,1
14,0,-7.777777777777778,46,37,2,2023-11-03 15:00:00+00:00,0.0,-1.0,2
15,0,-7.222222222222222,35,45,3,2023-11-03 16:00:00+00:00,0.0,-1.0,3
16,0,-7.222222222222222,31,48,5,2023-11-03 17:00:00+00:00,0.0,-1.0,4
17,0,-6.666666666666667,29,51,6,2023-11-03 18:00:00+00:00,0.0,-1.0,5
18,0,-6.666666666666667,28,52,6,2023-11-03 19:00:00+00:00,0.0,-1.0,5
19,0,-6.111111111111111,29,52,6,2023-11-03 20:00:00+00:00,0.0,-1.0,5
20,0,-6.111111111111111,31,51,6,2023-11-03 21:00:00+00:00,0.0,-1.0,5
