,windDirection,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp
0,"(0, -1)",0,-1.6666666666666667,31,59,5,2023-10-23 18:00:00+00:00
1,"(0, -1)",0,-1.1111111111111112,30,62,5,2023-10-23 19:00:00+00:00
2,"(0, -1)",0,-0.5555555555555556,30,62,5,2023-10-23 20:00:00+00:00
3,"(0, -1)",0,-0.5555555555555556,31,62,5,2023-10-23 21:00:00+00:00
4,"(0, -1)",0,0.0,34,60,6,2023-10-23 22:00:00+00:00
5,"(0, -1)",0,0.5555555555555556,40,57,5,2023-10-23 23:00:00+00:00
6,"(0, -1)",0,1.1111111111111112,47,54,5,2023-10-24 00:00:00+00:00
7,"(0, -1)",0,1.6666666666666667,56,50,3,2023-10-24 01:00:00+00:00
8,"(0, -1)",0,2.2222222222222223,64,47,2,2023-10-24 02:00:00+00:00
9,"(0.7071067811865476, -0.7071067811865476)",0,2.2222222222222223,71,44,1,2023-10-24 03:00:00+00:00
10,"(0.7071067811865476, -0.7071067811865476)",0,2.2222222222222223,77,42,0,2023-10-24 04:00:00+00:00
11,"(0.7071067811865476, -0.7071067811865476)",0,1.6666666666666667,79,41,0,2023-10-24 05:00:00+00:00
12,"(0.7071067811865476, -0.7071067811865476)",0,1.6666666666666667,79,41,0,2023-10-24 06:00:00+00:00
13,"(0.7071067811865476, -0.7071067811865476)",0,1.1111111111111112,78,40,0,2023-10-24 07:00:00+00:00
14,"(0.7071067811865476, -0.7071067811865476)",0,1.1111111111111112,78,40,1,2023-10-24 08:00:00+00:00
15,"(1, 0)",0,0.5555555555555556,79,40,2,2023-10-24 09:00:00+00:00
16,"(1, 0)",0,0.5555555555555556,78,39,3,2023-10-24 10:00:00+00:00
17,"(1, 0)",0,0.0,76,39,3,2023-10-24 11:00:00+00:00
18,"(0.7071067811865476, -0.7071067811865476)",0,0.0,75,39,3,2023-10-24 12:00:00+00:00
19,"(-0.7071067811865476, -0.7071067811865476)",0,-0.5555555555555556,72,39,2,2023-10-24 13:00:00+00:00
20,"(0, -1)",0,-0.5555555555555556,65,42,3,2023-10-24 14:00:00+00:00
21,"(0, -1)",0,0.5555555555555556,54,49,5,2023-10-24 15:00:00+00:00
22,"(0, -1)",0,1.6666666666666667,45,56,5,2023-10-24 16:00:00+00:00
23,"(0, -1)",0,1.6666666666666667,41,59,5,2023-10-24 17:00:00+00:00
24,"(0, -1)",0,2.7777777777777777,39,62,6,2023-10-24 18:00:00+00:00
25,"(0, -1)",0,3.3333333333333335,40,63,6,2023-10-24 19:00:00+00:00
26,"(0, -1)",0,3.888888888888889,41,64,6,2023-10-24 20:00:00+00:00
27,"(0, -1)",0,4.444444444444445,43,63,6,2023-10-24 21:00:00+00:00
28,"(0, -1)",0,4.444444444444445,46,60,6,2023-10-24 22:00:00+00:00
29,"(0, -1)",0,3.888888888888889,51,57,5,2023-10-24 23:00:00+00:00
30,"(0, -1)",0,3.3333333333333335,58,53,3,2023-10-25 00:00:00+00:00
31,"(0, -1)",0,2.7777777777777777,64,49,2,2023-10-25 01:00:00+00:00
