,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-11-26T21:00:00-05:00,2023-11-26T22:00:00-05:00,False,40,F,,"{'unitCode': 'wmoUnit:percent', 'value': 43}","{'unitCode': 'wmoUnit:degC', 'value': 2.2222222222222223}","{'unitCode': 'wmoUnit:percent', 'value': 87}",8 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,43?size=small",Chance Rain Showers,
1,2,,2023-11-26T22:00:00-05:00,2023-11-26T23:00:00-05:00,False,40,F,,"{'unitCode': 'wmoUnit:percent', 'value': 37}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 89}",10 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,37?size=small",Chance Rain Showers,
2,3,,2023-11-26T23:00:00-05:00,2023-11-27T00:00:00-05:00,False,40,F,,"{'unitCode': 'wmoUnit:percent', 'value': 46}","{'unitCode': 'wmoUnit:degC', 'value': 3.3333333333333335}","{'unitCode': 'wmoUnit:percent', 'value': 90}",13 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,46?size=small",Chance Rain Showers,
3,4,,2023-11-27T00:00:00-05:00,2023-11-27T01:00:00-05:00,False,40,F,,"{'unitCode': 'wmoUnit:percent', 'value': 57}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 88}",15 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,57?size=small",Rain Showers Likely,
4,5,,2023-11-27T01:00:00-05:00,2023-11-27T02:00:00-05:00,False,38,F,,"{'unitCode': 'wmoUnit:percent', 'value': 61}","{'unitCode': 'wmoUnit:degC', 'value': 2.2222222222222223}","{'unitCode': 'wmoUnit:percent', 'value': 94}",17 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,61?size=small",Rain Showers Likely,
5,6,,2023-11-27T02:00:00-05:00,2023-11-27T03:00:00-05:00,False,37,F,,"{'unitCode': 'wmoUnit:percent', 'value': 35}","{'unitCode': 'wmoUnit:degC', 'value': 1.6666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 92}",18 mph,W,"https://api.weather.gov/icons/land/night/rain_showers,35?size=small",Chance Rain Showers,
6,7,,2023-11-27T03:00:00-05:00,2023-11-27T04:00:00-05:00,False,35,F,,"{'unitCode': 'wmoUnit:percent', 'value': 29}","{'unitCode': 'wmoUnit:degC', 'value': 0.5555555555555556}","{'unitCode': 'wmoUnit:percent', 'value': 90}",21 mph,NW,"https://api.weather.gov/icons/land/night/snow,29?size=small",Chance Rain And Snow Showers,
7,8,,2023-11-27T04:00:00-05:00,2023-11-27T05:00:00-05:00,False,33,F,,"{'unitCode': 'wmoUnit:percent', 'value': 6}","{'unitCode': 'wmoUnit:degC', 'value': -1.1111111111111112}","{'unitCode': 'wmoUnit:percent', 'value': 89}",22 mph,NW,"https://api.weather.gov/icons/land/night/wind_bkn,6?size=small",Mostly Cloudy,
8,9,,2023-11-27T05:00:00-05:00,2023-11-27T06:00:00-05:00,False,31,F,,"{'unitCode': 'wmoUnit:percent', 'value': 4}","{'unitCode': 'wmoUnit:degC', 'value': -1.6666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 91}",23 mph,NW,"https://api.weather.gov/icons/land/night/wind_bkn,4?size=small",Mostly Cloudy,
9,10,,2023-11-27T06:00:00-05:00,2023-11-27T07:00:00-05:00,True,30,F,,"{'unitCode': 'wmoUnit:percent', 'value': 6}","{'unitCode': 'wmoUnit:degC', 'value': -2.2222222222222223}","{'unitCode': 'wmoUnit:percent', 'value': 91}",24 mph,NW,"https://api.weather.gov/icons/land/day/wind_bkn,6?size=small",Partly Sunny,
