,windDirection,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp
0,"(0, -1)",0,-7.222222222222222,56,33,0,2023-11-03 03:00:00+00:00
1,"(0, -1)",0,-7.777777777777778,58,31,0,2023-11-03 04:00:00+00:00
2,"(0, -1)",0,-7.777777777777778,60,30,0,2023-11-03 05:00:00+00:00
3,"(0, -1)",0,-7.777777777777778,61,30,0,2023-11-03 06:00:00+00:00
4,"(-0.7071067811865476, -0.7071067811865476)",0,-7.777777777777778,61,29,0,2023-11-03 07:00:00+00:00
5,"(-0.7071067811865476, -0.7071067811865476)",0,-8.333333333333334,62,29,0,2023-11-03 08:00:00+00:00
6,"(-0.7071067811865476, -0.7071067811865476)",0,-8.333333333333334,62,28,0,2023-11-03 09:00:00+00:00
7,"(-0.7071067811865476, -0.7071067811865476)",0,-8.333333333333334,63,28,0,2023-11-03 10:00:00+00:00
8,"(-0.7071067811865476, -0.7071067811865476)",0,-8.88888888888889,64,27,0,2023-11-03 11:00:00+00:00
9,"(-0.7071067811865476, -0.7071067811865476)",0,-8.88888888888889,65,26,0,2023-11-03 12:00:00+00:00
10,"(-0.7071067811865476, -0.7071067811865476)",0,-8.88888888888889,63,27,1,2023-11-03 13:00:00+00:00
11,"(0, -1)",0,-8.333333333333334,54,32,1,2023-11-03 14:00:00+00:00
12,"(0, -1)",0,-7.777777777777778,46,37,2,2023-11-03 15:00:00+00:00
13,"(0, -1)",0,-7.222222222222222,35,45,3,2023-11-03 16:00:00+00:00
14,"(0, -1)",0,-7.222222222222222,31,48,5,2023-11-03 17:00:00+00:00
15,"(0, -1)",0,-6.666666666666667,29,51,6,2023-11-03 18:00:00+00:00
16,"(0, -1)",0,-6.666666666666667,28,52,6,2023-11-03 19:00:00+00:00
17,"(0, -1)",0,-6.111111111111111,29,52,6,2023-11-03 20:00:00+00:00
18,"(0, -1)",0,-6.111111111111111,31,51,6,2023-11-03 21:00:00+00:00
19,"(0, -1)",0,-5.555555555555555,34,49,6,2023-11-03 22:00:00+00:00
20,"(0, -1)",0,-5.555555555555555,39,45,5,2023-11-03 23:00:00+00:00
21,"(0, -1)",0,-5.555555555555555,46,41,5,2023-11-04 00:00:00+00:00
22,"(-0.7071067811865476, -0.7071067811865476)",0,-6.111111111111111,38,45,5,2023-11-04 01:00:00+00:00
23,"(-0.7071067811865476, -0.7071067811865476)",0,-6.111111111111111,39,44,3,2023-11-04 02:00:00+00:00
24,"(-1, 0)",0,-6.111111111111111,42,42,3,2023-11-04 03:00:00+00:00
25,"(-1, 0)",0,-6.111111111111111,44,41,3,2023-11-04 04:00:00+00:00
26,"(-1, 0)",0,-6.111111111111111,46,40,3,2023-11-04 05:00:00+00:00
27,"(-1, 0)",0,-6.111111111111111,47,39,3,2023-11-04 06:00:00+00:00
28,"(-1, 0)",0,-6.111111111111111,49,38,3,2023-11-04 07:00:00+00:00
29,"(-1, 0)",0,-6.666666666666667,50,37,5,2023-11-04 08:00:00+00:00
30,"(-1, 0)",0,-6.666666666666667,50,37,5,2023-11-04 09:00:00+00:00
31,"(-1, 0)",0,-6.666666666666667,51,36,5,2023-11-04 10:00:00+00:00
32,"(-1, 0)",0,-7.222222222222222,53,35,6,2023-11-04 11:00:00+00:00
33,"(-1, 0)",0,-6.666666666666667,55,34,6,2023-11-04 12:00:00+00:00
34,"(-0.7071067811865476, 0.7071067811865476)",0,-6.666666666666667,54,35,7,2023-11-04 13:00:00+00:00
35,"(-1, 0)",0,-6.111111111111111,47,39,7,2023-11-04 14:00:00+00:00
36,"(-1, 0)",0,-5.555555555555555,41,44,7,2023-11-04 15:00:00+00:00
37,"(-1, 0)",0,-4.444444444444445,37,49,7,2023-11-04 16:00:00+00:00
38,"(-1, 0)",0,-3.888888888888889,35,52,7,2023-11-04 17:00:00+00:00
39,"(-1, 0)",0,-2.7777777777777777,34,55,7,2023-11-04 18:00:00+00:00
