,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp,windDirection_x,windDirection_y,windSpeed_knots
0,0,-7.222222222222222,50,36,3,2023-11-04 08:00:00+00:00,-1.0,0.0,3
1,0,-7.222222222222222,49,36,3,2023-11-04 09:00:00+00:00,-1.0,0.0,3
2,0,-7.222222222222222,55,33,5,2023-11-04 10:00:00+00:00,-1.0,0.0,4
3,0,-7.222222222222222,56,33,6,2023-11-04 11:00:00+00:00,-0.7071067811865476,0.7071067811865476,5
4,0,-7.222222222222222,60,32,7,2023-11-04 12:00:00+00:00,-0.7071067811865476,0.7071067811865476,6
5,0,-7.777777777777778,53,33,7,2023-11-04 13:00:00+00:00,-0.7071067811865476,0.7071067811865476,6
6,0,-6.666666666666667,51,36,8,2023-11-04 14:00:00+00:00,-0.7071067811865476,0.7071067811865476,7
7,0,-6.111111111111111,40,43,9,2023-11-04 15:00:00+00:00,-0.7071067811865476,0.7071067811865476,8
8,0,-6.111111111111111,32,49,9,2023-11-04 16:00:00+00:00,-0.7071067811865476,0.7071067811865476,8
9,0,-6.111111111111111,27,54,9,2023-11-04 17:00:00+00:00,-0.7071067811865476,0.7071067811865476,8
10,0,-6.111111111111111,25,56,9,2023-11-04 18:00:00+00:00,-1.0,0.0,8
11,1,-6.111111111111111,23,58,7,2023-11-04 19:00:00+00:00,-1.0,0.0,6
12,1,-5.555555555555555,23,59,7,2023-11-04 20:00:00+00:00,-1.0,0.0,6
13,1,-5.0,25,58,6,2023-11-04 21:00:00+00:00,-1.0,0.0,5
14,1,-5.0,27,57,5,2023-11-04 22:00:00+00:00,-1.0,0.0,4
15,1,-5.0,29,55,5,2023-11-04 23:00:00+00:00,-1.0,0.0,4
16,1,-5.0,36,49,5,2023-11-05 00:00:00+00:00,-1.0,0.0,4
17,1,-4.444444444444445,43,45,3,2023-11-05 01:00:00+00:00,-1.0,0.0,3
18,1,-2.7777777777777777,51,43,5,2023-11-05 02:00:00+00:00,-1.0,0.0,4
19,1,-2.7777777777777777,53,43,5,2023-11-05 03:00:00+00:00,-1.0,0.0,4
20,1,-3.3333333333333335,53,42,6,2023-11-05 04:00:00+00:00,-1.0,0.0,5
21,2,-3.888888888888889,50,42,7,2023-11-05 05:00:00+00:00,-0.7071067811865476,0.7071067811865476,6
22,2,-3.888888888888889,53,41,8,2023-11-05 06:00:00+00:00,-0.7071067811865476,0.7071067811865476,7
23,2,-3.888888888888889,52,42,9,2023-11-05 07:00:00+00:00,-0.7071067811865476,0.7071067811865476,8
24,2,-3.3333333333333335,53,42,10,2023-11-05 08:00:00+00:00,-0.7071067811865476,0.7071067811865476,9
25,2,-2.2222222222222223,55,42,10,2023-11-05 09:00:00+00:00,-0.7071067811865476,0.7071067811865476,9
26,2,-2.2222222222222223,57,43,12,2023-11-05 10:00:00+00:00,-0.7071067811865476,0.7071067811865476,10
27,2,-1.1111111111111112,61,42,12,2023-11-05 11:00:00+00:00,-0.7071067811865476,0.7071067811865476,10
