,number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
0,1,,2023-12-07T07:00:00-05:00,2023-12-07T08:00:00-05:00,True,26,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -5.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 84}",9 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
1,2,,2023-12-07T08:00:00-05:00,2023-12-07T09:00:00-05:00,True,28,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 75}",9 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
2,3,,2023-12-07T09:00:00-05:00,2023-12-07T10:00:00-05:00,True,31,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 62}",12 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
3,4,,2023-12-07T10:00:00-05:00,2023-12-07T11:00:00-05:00,True,36,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 49}",13 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
4,5,,2023-12-07T11:00:00-05:00,2023-12-07T12:00:00-05:00,True,40,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 38}",14 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
5,6,,2023-12-07T12:00:00-05:00,2023-12-07T13:00:00-05:00,True,44,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 31}",13 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
6,7,,2023-12-07T13:00:00-05:00,2023-12-07T14:00:00-05:00,True,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 29}",14 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
7,8,,2023-12-07T14:00:00-05:00,2023-12-07T15:00:00-05:00,True,47,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 32}",13 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
8,9,,2023-12-07T15:00:00-05:00,2023-12-07T16:00:00-05:00,True,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 32}",13 mph,W,"https://api.weather.gov/icons/land/day/few,0?size=small",Sunny,
9,10,,2023-12-07T16:00:00-05:00,2023-12-07T17:00:00-05:00,True,45,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 37}",14 mph,W,"https://api.weather.gov/icons/land/day/few,0?size=small",Sunny,
10,11,,2023-12-07T17:00:00-05:00,2023-12-07T18:00:00-05:00,True,43,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 39}",13 mph,W,"https://api.weather.gov/icons/land/day/skc,0?size=small",Sunny,
11,12,,2023-12-07T18:00:00-05:00,2023-12-07T19:00:00-05:00,False,41,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 40}",12 mph,W,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
12,13,,2023-12-07T19:00:00-05:00,2023-12-07T20:00:00-05:00,False,38,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 44}",10 mph,W,"https://api.weather.gov/icons/land/night/skc,0?size=small",Clear,
13,14,,2023-12-07T20:00:00-05:00,2023-12-07T21:00:00-05:00,False,37,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 47}",12 mph,W,"https://api.weather.gov/icons/land/night/skc,0?size=small",Clear,
14,15,,2023-12-07T21:00:00-05:00,2023-12-07T22:00:00-05:00,False,38,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 48}",13 mph,W,"https://api.weather.gov/icons/land/night/skc,0?size=small",Clear,
15,16,,2023-12-07T22:00:00-05:00,2023-12-07T23:00:00-05:00,False,37,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 51}",12 mph,W,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
16,17,,2023-12-07T23:00:00-05:00,2023-12-08T00:00:00-05:00,False,37,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 51}",12 mph,W,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
17,18,,2023-12-08T00:00:00-05:00,2023-12-08T01:00:00-05:00,False,36,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 54}",12 mph,W,"https://api.weather.gov/icons/land/night/few,0?size=small",Mostly Clear,
18,19,,2023-12-08T01:00:00-05:00,2023-12-08T02:00:00-05:00,False,37,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 52}",12 mph,W,"https://api.weather.gov/icons/land/night/sct,0?size=small",Partly Cloudy,
19,20,,2023-12-08T02:00:00-05:00,2023-12-08T03:00:00-05:00,False,36,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 55}",10 mph,W,"https://api.weather.gov/icons/land/night/sct,0?size=small",Partly Cloudy,
20,21,,2023-12-08T03:00:00-05:00,2023-12-08T04:00:00-05:00,False,36,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -5.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 57}",10 mph,W,"https://api.weather.gov/icons/land/night/bkn,0?size=small",Mostly Cloudy,
21,22,,2023-12-08T04:00:00-05:00,2023-12-08T05:00:00-05:00,False,37,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -5.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 55}",9 mph,W,"https://api.weather.gov/icons/land/night/bkn,0?size=small",Mostly Cloudy,
22,23,,2023-12-08T05:00:00-05:00,2023-12-08T06:00:00-05:00,False,36,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -5}","{'unitCode': 'wmoUnit:percent', 'value': 59}",7 mph,W,"https://api.weather.gov/icons/land/night/bkn,0?size=small",Mostly Cloudy,
23,24,,2023-12-08T06:00:00-05:00,2023-12-08T07:00:00-05:00,True,38,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 57}",7 mph,W,"https://api.weather.gov/icons/land/day/bkn,0?size=small",Partly Sunny,
24,25,,2023-12-08T07:00:00-05:00,2023-12-08T08:00:00-05:00,True,38,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -4.444444444444445}","{'unitCode': 'wmoUnit:percent', 'value': 58}",6 mph,W,"https://api.weather.gov/icons/land/day/bkn,0?size=small",Partly Sunny,
25,26,,2023-12-08T08:00:00-05:00,2023-12-08T09:00:00-05:00,True,39,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -3.3333333333333335}","{'unitCode': 'wmoUnit:percent', 'value': 60}",5 mph,W,"https://api.weather.gov/icons/land/day/bkn,0?size=small",Partly Sunny,
26,27,,2023-12-08T09:00:00-05:00,2023-12-08T10:00:00-05:00,True,42,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': -2.2222222222222223}","{'unitCode': 'wmoUnit:percent', 'value': 57}",5 mph,W,"https://api.weather.gov/icons/land/day/bkn,0?size=small",Partly Sunny,
